id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript31_ENSMUNG00000007775;transcript9_ENSMUNG00000007775|1.0&transcript33_ENSMUNG00000007775|1.0;null;transcript33_ENSMUNG00000002391|0.981;0
transcript9_ENSMUNG00000007775;transcript31_ENSMUNG00000007775|1.0&transcript33_ENSMUNG00000007775|1.0;null;transcript33_ENSMUNG00000002391|0.981;0
transcript33_ENSMUNG00000007775;transcript31_ENSMUNG00000007775|1.0&transcript9_ENSMUNG00000007775|1.0;null;transcript33_ENSMUNG00000002391|0.981;0
transcript33_ENSMUNG00000002391;null;null;transcript31_ENSMUNG00000007775|0.981&transcript9_ENSMUNG00000007775|0.981&transcript33_ENSMUNG00000007775|0.981;0
transcript21_ENSMUNG00000007775;null;null;null;1
transcript23_ENSMUNG00000007775;transcript26_ENSMUNG00000007775|0.99;null;transcript23_ENSMUNG00000002391|0.981;2
transcript23_ENSMUNG00000002391;null;null;transcript23_ENSMUNG00000007775|0.981;2
transcript26_ENSMUNG00000007775;transcript23_ENSMUNG00000007775|0.99;null;null;2
transcript25_ENSMUNG00000007775;null;null;null;3
transcript30_ENSMUNG00000002391;null;null;transcript30_ENSMUNG00000007775|1.0;4
transcript30_ENSMUNG00000007775;null;null;transcript30_ENSMUNG00000002391|1.0;4
transcript32_ENSMUNG00000007775;null;null;null;5
transcript9_ENSMUNG00000002377;null;null;null;6
transcript13_ENSMUNG00000002377;transcript23_ENSMUNG00000002377|0.972;null;null;7
transcript23_ENSMUNG00000002377;transcript13_ENSMUNG00000002377|0.972;null;null;7
transcript27_ENSMUNG00000002377;transcript35_ENSMUNG00000002377|0.976;null;null;8
transcript35_ENSMUNG00000002377;transcript27_ENSMUNG00000002377|0.976;null;null;8
transcript36_ENSMUNG00000002377;null;null;null;9
transcript37_ENSMUNG00000002377;transcript38_ENSMUNG00000002377|0.984;null;null;10
transcript38_ENSMUNG00000002377;transcript37_ENSMUNG00000002377|0.984;null;null;10
transcript10_ENSMUNG00000002391;null;null;null;11
