id_transcript;block_sequence
ENSCAFT00000047903_90_90;0.5.6.7.8.9.10.11
ENST00000341217_90_90;8.9.10.11
ENST00000452648_90_90;0.1.6.7.8.9.10.11
ENST00000577376_90_90;0.1.6.7.8.9
ENST00000577513_90_90;0.1.6.7.8
ENST00000577682_90_90;0.1.3
ENST00000579381_90_90;0.1.2.3.4
ENST00000581229_90_90;0.1.6.7.8
ENST00000581381_90_90;0.1.3
ENST00000581407_90_90;0.1.6.7.8.9.10.11
ENST00000582059_90_90;0.1.3
ENST00000582266_90_90;0.1.3
ENST00000583307_90_90;0.1.6.7.8.9.10
ENST00000583522_90_90;0.1.3
ENST00000583953_90_90;0.1.3
ENST00000584059_90_90;0.1.6
ENSMUST00000073705_90_90;0.5.6.7.8.9.10.11
ENSMUST00000100782_90_90;8.9.10.11
ENSMUST00000155571_90_90;0.5.6.7.8.9.10.11
