id_transcript;block_sequence
ENSCAFT00000022682_90_90;0.1.2.3.4.8.9.10.11.13.14.15.16
ENST00000389384_90_90;0.1.2.3.4.8.9.11.13.14.15.16
ENST00000454077_90_90;0.1.2.3.4.6.7.8.9.11.13.14.15.16
ENST00000587097_90_90;0.1.2.3.4.8.9.11.13.14.15
ENST00000589805_90_90;0.1.2
ENST00000590169_90_90;0.1.2.3
ENST00000590537_90_90;14
ENST00000591295_90_90;9.11.12.13.14.15.16
ENSMUST00000073234_90_90;0.1.2.3.4.8.9.11.13.14.15.16
ENSMUST00000107132_90_90;0.1.2.3.4.5.7.8.9.11.13.14.15.16
ENSMUST00000107134_90_90;0.1.2.3.4.8.9.11.13.14.15.16
ENSMUST00000137387_90_90;1.2.3.4.5.7.8.9.11.13.14.15.16
ENSMUST00000141516_90_90;2.3.4.8.9.10.11.13.14.15.16
