;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000001398_90_90;ENSMUST00000118353_90_90:ENST00000403231_90_90;0.996:0.995
1;ENSCAFT00000001399_90_90;ENST00000378746_90_90:ENSMUST00000057330_90_90;0.9940000000000001:0.993
2;ENSCAFT00000001401_90_90;;
3;ENST00000378735_90_90;ENSMUST00000120613_90_90;0.998
4;ENST00000378746_90_90;ENSCAFT00000001399_90_90:ENSMUST00000057330_90_90;0.9940000000000001:0.998
5;ENST00000403231_90_90;ENSCAFT00000001398_90_90:ENSMUST00000118353_90_90;0.995:0.996
6;ENST00000428744_90_90;ENSMUST00000132496_90_90;0.937
7;ENST00000450441_90_90;ENSMUST00000130037_90_90;1.0
8;ENST00000618515_90_90;;
9;ENSMUST00000057330_90_90;ENST00000378746_90_90:ENSCAFT00000001399_90_90;0.998:0.993
10;ENSMUST00000118353_90_90;ENSCAFT00000001398_90_90:ENST00000403231_90_90;0.996:0.996
11;ENSMUST00000120613_90_90;ENST00000378735_90_90;0.998
12;ENSMUST00000130037_90_90;ENST00000450441_90_90;1.0
13;ENSMUST00000132496_90_90;ENST00000428744_90_90;0.937
14;ENSMUST00000132653_90_90;;
15;ENSMUST00000173744_90_90;;
