id_transcript;block_sequence
ENSCAFT00000048678_90_90;0.1.2.5.6.7.8.9.10.11.12.13.14.15.16.17
ENST00000222597_90_90;0.1.2.3.7.8.9.10.11.12.13.14.15.16.17
ENST00000415884_90_90;0.1.2.3.6.7.9
ENST00000420796_90_90;1.2.3.6.7.8.9.10.11.12.13
ENST00000432748_90_90;0.1.2.3.4
ENST00000440859_90_90;0.1.2.3.6.7.8.9.10.11.12.13.14.15.16.17
ENSMUST00000064240_90_90;0.1.6.7.8.9.10.11.12.13.14.15.16.17
ENSMUST00000085487_90_90;0.1.2.5.6.7.8.9.10.11.13.14.16.17
ENSMUST00000101499_90_90;0.1.2.5.6.7.8.9.10.11.12.13.14.15.16.17
ENSMUST00000185739_90_90;0.1.2.5.7.8.9.10.11.12.13.14.15.16.17
ENSMUST00000188326_90_90;0.1.7.8.9.10.17
