id_transcript;block_sequence
ENSCAFT00000024611_90_90;3.4.6.8.9.11.12.14.15.16.18.20.21.22.24.26.27.28.30.31.32.33.34.37.39.40.41.42.43.44.45.46.48.49.51.52.53.55.57.58.59.60.61.62.63.64.65.66.67.68.70.71.72.74.75.76.77.78.79.80.81.82.84.85.86.87.88
ENST00000312358_90_90;0.2.40.41.42.43.44.45.46.48.49.51.52.53.54.55.57.58.61.63.65.66.67.68.69.71.72.74.75.76.77.78.80.82.83.84.85.86.87.88
ENST00000396686_90_90;72.73
ENST00000396688_90_90;72.73
ENST00000396689_90_90;72.73
ENST00000396698_90_90;9.10.11.12.13.14.40.41.42.43.44.45.46.48.49.51.52.53.54.55.57.58.61.63.65.66.67.68.69.71.72.73
ENST00000403148_90_90;9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27
ENST00000409595_90_90;46.66
ENST00000412982_90_90;29.87.89
ENST00000420132_90_90;9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27
ENST00000431523_90_90;9.10.11.12.13.14.36.37.38.39.40.41.42.43.44.48.49.51.52.53.54.55.57
ENST00000435853_90_90;4.5.6.7.12.13.14.35.36.37.38.39.40.41.42.43.44.48.49.51.52
ENST00000451076_90_90;41.44.45.46.48.49.51
ENST00000452101_90_90;9.10.11.12.13.14.35.36.37.38.39.40.41.42
ENST00000617028_90_90;89
ENSMUST00000087122_90_90;0.1.2.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.60.61.63.65.66.67.68.69.71.72.74.76.78.80.82.83.84.86.87.88
ENSMUST00000113587_90_90;72.73
ENSMUST00000113588_90_90;72.73
ENSMUST00000113589_90_90;72.73
ENSMUST00000113590_90_90;9.10.11.12.13.14.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.60.61.63.65.66.67.68.69.71.72.73
ENSMUST00000122266_90_90;72.73
ENSMUST00000125306_90_90;9.10.11.12.13.14.15.20.21.27.31.33.39.40.41.42
ENSMUST00000132228_90_90;42.43.44.45.46.66.67
ENSMUST00000137868_90_90;47.49.50.51.52.53.54.55.56.57.58.60.61.63.65.66.67.68.69.71.72.74.76.78.80.82.83.84.86.87.88
ENSMUST00000148515_90_90;9.10.11.12.13.14.21.27.31.33.39.40.41.42.43.44.48.49.50.51.52.53.54.55.56.57
