;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000013778_90_90;ENSMUST00000004094_90_90:ENST00000320672_90_90:ENST00000615665_90_90;0.9359999999999999:0.879:0.847
1;ENST00000320672_90_90;ENSCAFT00000013778_90_90:ENSMUST00000004094_90_90:ENST00000615665_90_90;0.879:0.83:0.958
2;ENST00000504985_90_90;ENST00000512923_90_90;0.748
3;ENST00000505980_90_90;;
4;ENST00000509013_90_90;;
5;ENST00000509053_90_90;;
6;ENST00000512923_90_90;ENST00000504985_90_90;0.748
7;ENST00000514493_90_90;ENSMUST00000042122_90_90:ENST00000515395_90_90;0.82:0.955
8;ENST00000515395_90_90;ENST00000514493_90_90:ENSMUST00000042122_90_90;0.955:0.79
9;ENST00000615665_90_90;ENSCAFT00000013778_90_90:ENSMUST00000004094_90_90:ENST00000320672_90_90;0.847:0.8009999999999999:0.958
10;ENSMUST00000004094_90_90;ENSCAFT00000013778_90_90:ENST00000320672_90_90:ENST00000615665_90_90;0.9359999999999999:0.83:0.8009999999999999
11;ENSMUST00000042122_90_90;ENST00000514493_90_90:ENST00000515395_90_90;0.82:0.79
12;ENSMUST00000138488_90_90;;
