nucHom;degHom;tsm
1.0;1.0;1.0
1.0;1.0;1.0
0.86;1.0;0.93
0.847;1.0;0.923
0.441;0.62;0.53
0.348;0.94;0.644
0.382;0.56;0.471
0.357;0.94;0.648
0.338;0.94;0.639
0.844;0.944;0.894
0.879;1.0;0.94
0.879;1.0;0.94
0.0;0.0;0.0
0.0;0.0;0.0
0.273;1.0;0.637
0.984;1.0;0.992
0.92;1.0;0.96
0.909;1.0;0.955
0.785;1.0;0.893
0.653;1.0;0.827
0.707;1.0;0.853
0.909;1.0;0.955
0.247;0.531;0.389
0.164;0.388;0.276
0.095;0.306;0.201
0.09;0.306;0.198
0.097;0.306;0.202
0.122;0.224;0.173
0.138;0.224;0.181
0.131;0.224;0.177
0.819;1.0;0.909
0.728;0.81;0.769
0.843;0.893;0.868
0.585;1.0;0.792
0.556;1.0;0.778
0.823;1.0;0.911
0.909;1.0;0.955
0.92;1.0;0.96
0.981;1.0;0.99
0.983;1.0;0.992
0.797;0.957;0.877
0.725;1.0;0.863
0.909;1.0;0.955
0.0;0.0;0.0
0.302;1.0;0.651
0.283;1.0;0.641
0.0;0.0;0.0
0.302;1.0;0.651
0.386;1.0;0.693
0.0;0.0;0.0
0.303;1.0;0.651
0.086;1.0;0.543
0.094;1.0;0.547
0.0;0.0;0.0
0.0;0.0;0.0
0.273;1.0;0.637
0.184;0.538;0.361
0.08;0.173;0.127
0.263;0.731;0.497
0.287;0.846;0.567
0.287;0.846;0.567
0.325;0.981;0.653
0.273;1.0;0.637
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.751;0.98;0.865
0.868;0.974;0.921
0.709;1.0;0.855
0.775;1.0;0.887
0.275;1.0;0.637
0.585;1.0;0.792
0.601;1.0;0.8
0.601;1.0;0.8
0.601;1.0;0.8
0.811;1.0;0.905
0.805;0.861;0.833
0.79;0.861;0.826
0.92;1.0;0.96
0.93;1.0;0.965
0.978;1.0;0.989
0.414;0.415;0.414
0.395;0.39;0.393
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.314;1.0;0.657
0.296;1.0;0.648
0.0;0.0;0.0
0.276;1.0;0.638
0.279;0.958;0.619
0.981;1.0;0.99
0.396;0.389;0.393
0.148;1.0;0.574
0.118;1.0;0.559
0.118;1.0;0.559
0.0;0.0;0.0
0.0;0.0;0.0
0.086;1.0;0.543
1.0;1.0;1.0
1.0;1.0;1.0
0.86;1.0;0.93
0.847;1.0;0.923
0.441;0.62;0.53
0.348;0.94;0.644
0.382;0.56;0.471
0.357;0.94;0.648
0.338;0.94;0.639
0.844;0.944;0.894
0.879;1.0;0.94
0.879;1.0;0.94
0.0;0.0;0.0
0.0;0.0;0.0
0.273;1.0;0.637
0.984;1.0;0.992
0.92;1.0;0.96
0.909;1.0;0.955
0.785;1.0;0.893
0.653;1.0;0.827
0.707;1.0;0.853
0.909;1.0;0.955
0.247;0.531;0.389
0.164;0.388;0.276
0.095;0.306;0.201
0.09;0.306;0.198
0.097;0.306;0.202
0.122;0.224;0.173
0.138;0.224;0.181
0.131;0.224;0.177
0.819;1.0;0.909
0.728;0.81;0.769
0.843;0.893;0.868
0.585;1.0;0.792
0.556;1.0;0.778
0.823;1.0;0.911
0.909;1.0;0.955
0.92;1.0;0.96
0.981;1.0;0.99
0.983;1.0;0.992
0.797;0.957;0.877
0.725;1.0;0.863
0.909;1.0;0.955
0.0;0.0;0.0
0.302;1.0;0.651
0.283;1.0;0.641
0.0;0.0;0.0
0.302;1.0;0.651
0.386;1.0;0.693
0.0;0.0;0.0
0.303;1.0;0.651
0.086;1.0;0.543
0.094;1.0;0.547
0.0;0.0;0.0
0.0;0.0;0.0
0.273;1.0;0.637
0.184;0.538;0.361
0.08;0.173;0.127
0.263;0.731;0.497
0.287;0.846;0.567
0.287;0.846;0.567
0.325;0.981;0.653
0.273;1.0;0.637
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.751;0.98;0.865
0.868;0.974;0.921
0.709;1.0;0.855
0.775;1.0;0.887
0.275;1.0;0.637
0.585;1.0;0.792
0.601;1.0;0.8
0.601;1.0;0.8
0.601;1.0;0.8
0.811;1.0;0.905
0.805;0.861;0.833
0.79;0.861;0.826
0.92;1.0;0.96
0.93;1.0;0.965
0.978;1.0;0.989
0.414;0.415;0.414
0.395;0.39;0.393
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.314;1.0;0.657
0.296;1.0;0.648
0.0;0.0;0.0
0.276;1.0;0.638
0.279;0.958;0.619
0.981;1.0;0.99
0.396;0.389;0.393
0.148;1.0;0.574
0.118;1.0;0.559
0.118;1.0;0.559
0.0;0.0;0.0
0.0;0.0;0.0
0.086;1.0;0.543
0.86;1.0;0.93
0.86;1.0;0.93
1.0;1.0;1.0
0.945;0.928;0.936
0.385;0.456;0.42
0.374;0.755;0.565
0.445;0.563;0.504
0.38;0.755;0.568
0.432;0.914;0.673
0.675;0.893;0.784
0.762;1.0;0.881
0.762;1.0;0.881
0.061;0.75;0.405
0.06;0.75;0.405
0.35;0.934;0.642
0.826;1.0;0.913
0.844;1.0;0.922
0.903;1.0;0.952
0.854;0.947;0.9
0.733;0.955;0.844
0.808;0.955;0.881
0.905;1.0;0.953
0.219;0.331;0.275
0.238;0.439;0.339
0.12;0.263;0.192
0.112;0.263;0.188
0.121;0.263;0.192
0.101;0.11;0.106
0.114;0.11;0.112
0.126;0.168;0.147
0.772;1.0;0.886
0.684;0.794;0.739
0.792;0.856;0.824
0.668;0.98;0.824
0.628;0.98;0.804
0.847;1.0;0.923
0.903;1.0;0.952
