nucHom;degHom;tsm
1.0;1.0;1.0
0.999;0.875;0.937
0.998;0.812;0.905
0.999;0.938;0.968
0.0;0.0;0.0
0.999;0.857;0.928
0.999;0.929;0.964
0.999;0.875;0.937
1.0;1.0;1.0
0.951;0.762;0.857
0.977;0.762;0.869
0.0;0.0;0.0
0.971;0.867;0.919
0.998;0.75;0.874
0.998;0.812;0.905
0.951;0.762;0.857
1.0;1.0;1.0
0.97;0.727;0.849
0.028;0.15;0.089
0.999;0.933;0.966
0.969;0.706;0.837
0.999;0.938;0.968
0.977;0.762;0.869
0.97;0.727;0.849
1.0;1.0;1.0
0.0;0.0;0.0
0.969;0.667;0.818
1.0;1.0;1.0
0.0;0.0;0.0
0.0;0.0;0.0
0.028;0.15;0.089
0.0;0.0;0.0
1.0;1.0;1.0
0.029;0.133;0.081
0.0;0.0;0.0
0.999;0.857;0.928
0.971;0.867;0.919
0.999;0.933;0.966
0.969;0.667;0.818
0.029;0.133;0.081
1.0;1.0;1.0
0.97;0.7;0.835
0.999;0.929;0.964
0.998;0.75;0.874
0.969;0.706;0.837
1.0;1.0;1.0
0.0;0.0;0.0
0.97;0.7;0.835
1.0;1.0;1.0
