;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000011480_90_90;ENST00000265651_90_90:ENST00000448981_90_90:ENST00000530401_90_90:ENST00000534136_90_90:ENSMUST00000028603_90_90:ENSMUST00000102565_90_90:ENSMUST00000111135_90_90;0.4:0.4:0.375:0.4:0.905:0.7140000000000001:0.619
1;ENST00000265651_90_90;ENSCAFT00000011480_90_90:ENST00000448981_90_90:ENST00000530401_90_90:ENST00000534136_90_90:ENSMUST00000028603_90_90:ENSMUST00000102565_90_90:ENSMUST00000111135_90_90;0.4:0.875:0.75:0.875:0.4:0.47600000000000003:0.45
2;ENST00000448981_90_90;ENSCAFT00000011480_90_90:ENST00000265651_90_90:ENST00000530401_90_90:ENST00000534136_90_90:ENSMUST00000028603_90_90:ENSMUST00000102565_90_90:ENSMUST00000111135_90_90;0.4:0.875:0.867:0.875:0.4:0.55:0.526
3;ENST00000526785_90_90;;
4;ENST00000529137_90_90;;
5;ENST00000530401_90_90;ENSCAFT00000011480_90_90:ENST00000265651_90_90:ENST00000448981_90_90:ENST00000534136_90_90:ENSMUST00000028603_90_90:ENSMUST00000102565_90_90:ENSMUST00000111135_90_90;0.375:0.75:0.867:0.75:0.375:0.526:0.588
6;ENST00000531080_90_90;ENST00000532057_90_90;1.0
7;ENST00000532057_90_90;ENST00000531080_90_90;1.0
8;ENST00000532927_90_90;;
9;ENST00000534136_90_90;ENSCAFT00000011480_90_90:ENST00000265651_90_90:ENST00000448981_90_90:ENST00000530401_90_90:ENSMUST00000028603_90_90:ENSMUST00000102565_90_90:ENSMUST00000111135_90_90;0.4:0.875:0.875:0.75:0.4:0.47600000000000003:0.45
10;ENSMUST00000028603_90_90;ENSCAFT00000011480_90_90:ENST00000265651_90_90:ENST00000448981_90_90:ENST00000530401_90_90:ENST00000534136_90_90:ENSMUST00000102565_90_90:ENSMUST00000111135_90_90;0.905:0.4:0.4:0.375:0.4:0.7140000000000001:0.619
11;ENSMUST00000102565_90_90;ENSCAFT00000011480_90_90:ENST00000265651_90_90:ENST00000448981_90_90:ENST00000530401_90_90:ENST00000534136_90_90:ENSMUST00000028603_90_90:ENSMUST00000111135_90_90;0.7140000000000001:0.47600000000000003:0.55:0.526:0.47600000000000003:0.7140000000000001:0.875
12;ENSMUST00000111135_90_90;ENSCAFT00000011480_90_90:ENST00000265651_90_90:ENST00000448981_90_90:ENST00000530401_90_90:ENST00000534136_90_90:ENSMUST00000028603_90_90:ENSMUST00000102565_90_90;0.619:0.45:0.526:0.588:0.45:0.619:0.875
13;ENSMUST00000111136_90_90;;
