id_transcript;block_sequence
ENSCAFT00000023990_90_90;0.2.3.4.5.6.7.8.9.16.18.20.21.22.23.24.28.29
ENST00000220429_90_90;1.2.3.4.5.6.7.8.9.10.12.14.15.16.18.20.21.22.23.24.25.29
ENST00000359031_90_90;1.2.3.4.5.6.7.8.15.16.18.20.21.22.23.24.25.26
ENST00000380877_90_90;1.2.3.4.5.6.7.8.15.16.18.20.21.22.23.24.25.29
ENST00000396464_90_90;1.2.3.4.5.6.7.8.15.16.18.20.21.22.23.24.25.26
ENST00000429662_90_90;1.2.3.4.5.6.7.8.9.10.12.14.15.16.18.20.21.22.23.24.25.26
ENST00000543881_90_90;5.6.7.8.9.10.12.14.15.16.18.20.21.22.23.24.25.29
ENST00000558335_90_90;1.2.3.4.5.6
ENST00000558970_90_90;1.2.3.4.5
ENST00000560825_90_90;1.2.3.4.5.6.7.8.15.16.18.20.21.22.24.25.26
ENST00000561010_90_90;8.9.10.12.14.15.16.18.20.21.22.23.24.25.27
ENSMUST00000039978_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.31.32
ENSMUST00000089745_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21
ENSMUST00000103226_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.30.31.32
ENSMUST00000103227_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.31.33
ENSMUST00000110424_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.31.33
ENSMUST00000110425_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.30.31.33
ENSMUST00000124972_90_90;1.2.3
ENSMUST00000137335_90_90;1.2
