id_transcript;blocks
transcript49_ENSCGRG00015005362;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript44_ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript57_ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript58_ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript50_ENSCGRG00015005362;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript50_ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript8_ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript45_ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript45_ENSCGRG00001010245;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript22_ENSCGRG00001010245;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript59_ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript60_ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript22_ENSSTOG00000019743;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
transcript22_ENSNGAG00000018584;1|3|5|7|9|11|13|15|17|18|20|21|22|24|26|28|30|32|34|36|38|40|41|43|45|47|49|51|52|54|56|58|60|62|64|66|68|70
