id_transcript;group
ENST00000361272;1
ENSCAFT00000011068;1
ENST00000523917;2
ENSMUST00000132032;3
ENSMUST00000149992;3
ENSMUST00000034012;3
ENSMUST00000135269;4
ENST00000272430;5
ENSMUST00000065512;5
ENSCAFT00000013561;5
ENST00000233330;6
ENSMUST00000121093;7
ENSMUST00000087938;7
ENST00000305557;7
ENST00000446597;8
ENSMUST00000203187;8
ENST00000542676;8
ENSCAFT00000018772;8
ENSMUST00000171349;9
ENSMUST00000204655;9
ENST00000333957;9
ENST00000396028;10
ENST00000536386;11
ENST00000545552;12
ENSMUST00000111758;13
ENSMUST00000087485;13
ENST00000409558;14
ENSMUST00000109578;14
ENSCAFT00000005085;14
ENSMUST00000006221;15
ENST00000272322;15
ENST00000445726;16
ENSCAFT00000003036;16
ENSMUST00000108052;17
ENST00000297620;17
ENSMUST00000108049;18
ENST00000522677;19
ENSMUST00000088658;19
ENSCAFT00000043735;19
ENSMUST00000115468;20
ENST00000524176;20
ENST00000343600;21
ENST00000397601;21
ENSCAFT00000008903;21
ENSMUST00000167459;22
ENST00000345429;22
ENST00000376673;23
ENSMUST00000088419;24
ENSCAFT00000018712;25
ENSMUST00000015894;26
ENST00000360244;26
ENSMUST00000056710;27
ENST00000369109;27
ENST00000414276;28
ENST00000345008;29
ENST00000397463;29
ENSMUST00000027582;29
ENSMUST00000159529;29
ENSMUST00000162899;29
ENSCAFT00000008032;29
ENSMUST00000159417;30
ENST00000274000;31
ENSMUST00000051737;31
ENSCAFT00000018483;31
ENSMUST00000200409;32
ENST00000309703;32
ENST00000614256;33
ENSCAFT00000048830;33
ENSCAFT00000027787;33
ENST00000368694;34
ENST00000368690;34
ENSMUST00000107346;35
ENSMUST00000076639;35
ENST00000403433;35
ENSMUST00000107344;36
ENSMUST00000001043;36
ENSMUST00000049937;37
ENSMUST00000107343;38
ENSMUST00000107342;38
ENSCAFT00000011155;39
ENSMUST00000192698;40
ENST00000355221;40
ENST00000396774;41
ENSMUST00000044369;41
ENST00000359530;41
ENSMUST00000053664;42
ENSMUST00000111665;42
ENST00000278422;42
ENSCAFT00000012435;42
ENST00000378312;43
ENSMUST00000111664;44
ENSCAFT00000005583;45
ENSCAFT00000005580;45
ENST00000272238;46
ENST00000381661;47
ENSMUST00000095820;48
ENSMUST00000020884;48
ENST00000373839;49
ENSMUST00000102568;49
ENST00000373836;49
ENSCAFT00000042737;49
ENSMUST00000084170;50
ENST00000355621;51
ENST00000473814;51
ENSMUST00000094543;51
ENSMUST00000102993;51
ENSCAFT00000002348;51
ENST00000426335;52
ENSMUST00000080008;52
ENST00000524782;52
