id_transcript;group
ENST00000361272;1
ENSCAFT00000011068;1
ENST00000523917;2
ENSMUST00000132032;3
ENSMUST00000149992;3
ENSMUST00000034012;3
ENSMUST00000135269;4
ENST00000272430;5
ENSMUST00000065512;5
ENSCAFT00000013561;5
ENST00000233330;6
ENSMUST00000121093;7
ENSMUST00000087938;7
ENST00000305557;7
ENST00000536386;8
ENST00000542676;8
ENST00000446597;8
ENSCAFT00000018772;8
ENSMUST00000171349;9
ENSMUST00000204655;9
ENST00000333957;9
ENST00000396028;10
ENST00000545552;11
ENSMUST00000111758;12
ENSMUST00000087485;12
ENSMUST00000203187;13
ENSMUST00000006221;14
ENST00000272322;14
ENSCAFT00000005085;14
ENSMUST00000109578;15
ENST00000409558;15
ENST00000445726;16
ENST00000297620;16
ENSMUST00000108052;16
ENSCAFT00000003036;16
ENSMUST00000108049;17
ENST00000522677;18
ENSMUST00000088658;18
ENSCAFT00000043735;18
ENSMUST00000115468;19
ENST00000524176;19
ENST00000343600;20
ENST00000397601;20
ENSCAFT00000008903;20
ENSMUST00000167459;21
ENSMUST00000088419;21
ENST00000345429;21
ENST00000376673;22
ENST00000369109;23
ENST00000414276;23
ENSMUST00000056710;23
ENSCAFT00000018712;23
ENSMUST00000015894;24
ENST00000360244;24
ENSMUST00000159417;25
ENST00000397463;25
ENSCAFT00000008032;25
ENST00000345008;26
ENSMUST00000159529;27
ENSMUST00000162899;27
ENSMUST00000027582;27
ENST00000274000;28
ENST00000309703;28
ENSMUST00000051737;28
ENSMUST00000200409;28
ENSCAFT00000018483;28
ENSCAFT00000048830;29
ENST00000368690;29
ENST00000368694;29
ENST00000403433;29
ENST00000614256;29
ENSMUST00000049937;29
ENSMUST00000076639;29
ENSMUST00000107346;29
ENSCAFT00000027787;29
ENSMUST00000107344;30
ENSMUST00000001043;30
ENSMUST00000107343;31
ENSMUST00000107342;31
ENST00000355221;32
ENST00000359530;32
ENST00000396774;32
ENSMUST00000044369;32
ENSMUST00000192698;32
ENSCAFT00000011155;32
ENSMUST00000053664;33
ENSMUST00000111665;33
ENST00000278422;33
ENSCAFT00000012435;33
ENST00000378312;34
ENSMUST00000111664;35
ENSCAFT00000005583;36
ENST00000272238;36
ENST00000381661;36
ENSMUST00000020884;36
ENSCAFT00000005580;36
ENSMUST00000095820;37
ENST00000373836;38
ENSCAFT00000042737;38
ENSMUST00000102568;39
ENST00000373839;39
ENSMUST00000084170;40
ENST00000355621;41
ENST00000473814;41
ENSMUST00000094543;41
ENSMUST00000102993;41
ENSCAFT00000002348;41
ENSMUST00000028691;42
ENSCAFT00000014154;42
ENST00000426335;43
