id_transcript;group
ENST00000361272;1
ENSCAFT00000011068;1
ENST00000523917;2
ENSMUST00000132032;3
ENSMUST00000149992;3
ENSMUST00000034012;3
ENSMUST00000135269;4
ENST00000272430;5
ENSMUST00000065512;5
ENSCAFT00000013561;5
ENST00000233330;6
ENSMUST00000121093;7
ENSMUST00000087938;7
ENST00000305557;7
ENST00000446597;8
ENST00000542676;8
ENSCAFT00000018772;8
ENSMUST00000171349;9
ENSMUST00000204655;9
ENST00000333957;9
ENST00000396028;10
ENST00000536386;11
ENST00000545552;12
ENSMUST00000111758;13
ENSMUST00000087485;13
ENSMUST00000203187;14
ENSMUST00000006221;15
ENST00000272322;15
ENSCAFT00000005085;15
ENSMUST00000109578;16
ENST00000409558;16
ENST00000445726;17
ENST00000297620;17
ENSMUST00000108052;17
ENSCAFT00000003036;17
ENSMUST00000108049;18
ENST00000522677;19
ENSMUST00000088658;19
ENSCAFT00000043735;19
ENSMUST00000115468;20
ENST00000524176;20
ENST00000343600;21
ENST00000397601;21
ENSCAFT00000008903;21
ENSMUST00000167459;22
ENSMUST00000088419;22
ENST00000345429;22
ENST00000376673;23
ENST00000414276;24
ENSCAFT00000018712;24
ENSMUST00000015894;25
ENST00000360244;25
ENSMUST00000056710;26
ENST00000369109;26
ENSMUST00000159417;27
ENST00000397463;27
ENSCAFT00000008032;27
ENST00000345008;28
ENSMUST00000159529;29
ENSMUST00000162899;29
ENSMUST00000027582;29
ENST00000274000;30
ENSMUST00000051737;30
ENSCAFT00000018483;30
ENSMUST00000200409;31
ENST00000309703;31
ENST00000614256;32
ENSCAFT00000048830;32
ENSCAFT00000027787;32
ENST00000368694;33
ENST00000368690;33
ENSMUST00000107346;34
ENSMUST00000076639;34
ENST00000403433;34
ENSMUST00000107344;35
ENSMUST00000001043;35
ENSMUST00000049937;36
ENSMUST00000107343;37
ENSMUST00000107342;37
ENSCAFT00000011155;38
ENSMUST00000192698;39
ENST00000355221;39
ENST00000396774;40
ENSMUST00000044369;40
ENST00000359530;40
ENSMUST00000053664;41
ENSMUST00000111665;41
ENST00000278422;41
ENSCAFT00000012435;41
ENST00000378312;42
ENSMUST00000111664;43
ENSCAFT00000005583;44
ENST00000272238;44
ENST00000381661;44
ENSMUST00000020884;44
ENSMUST00000095820;44
ENSCAFT00000005580;44
ENST00000373836;45
ENSCAFT00000042737;45
ENSMUST00000102568;46
ENST00000373839;46
ENSMUST00000084170;47
ENST00000355621;48
ENSMUST00000102993;48
ENSCAFT00000002348;48
ENSMUST00000094543;49
ENST00000473814;49
ENSMUST00000028691;50
ENSMUST00000080008;50
ENST00000524782;50
