id_transcript;block_sequence
ENSCAFT00000022395_90_90;0.1.2.3.4.5.6.7.8.9.11.12.16.23.25.26.27.30.31.32.34.35.38.40.41.42.43.44.47.48.50.51.52.53.54
ENST00000319481_90_90;0.1.2.3.4.5.6.8.19.20.21.22.23.24.26.27.28.31.32.33.37.38.39.40.41.42.43.46.47.48.50.51.52.53.54
ENST00000357041_90_90;27.28.31.32.33.37.38.39.40.41.42.43.46.47.48.50.51.52.53.54
ENST00000399441_90_90;0.1.2.3.4.5.6.8.9.10.11
ENST00000399443_90_90;42.43.46.47.48.50.51.52.53.54
ENST00000578013_90_90;51.53.54
ENST00000578055_90_90;42.43.46.47.48.53
ENST00000578091_90_90;0.1.2.19
ENST00000579851_90_90;0.19
ENST00000582645_90_90;0.1.2.5
ENST00000584119_90_90;27.28.29.30.31
ENST00000638614_90_90;44.45.46.47.48.49
ENSMUST00000074352_90_90;0.1.2.3.4.5.6.7.8.9.11.12.13.15.17.18.35.36.41.42.43.44.47.48.50.51.52.53.54
ENSMUST00000117361_90_90;42.43.44.47.48.50.51.52.53.54
ENSMUST00000118313_90_90;42.43.44.47.48.50.51.52.53.54
ENSMUST00000119043_90_90;42.43.44.47.48.50.51.52.53.54
ENSMUST00000119512_90_90;18.35.36.41.42.43.44.47.48.50.51.52.53.54
ENSMUST00000121774_90_90;48.50.51.52.53.54
ENSMUST00000121808_90_90;42.43.44.47.48.50.51.52.53.54
ENSMUST00000121888_90_90;42.43.44.47.48.50.51.52.53.54
ENSMUST00000122175_90_90;0.1.2.3.4.5.6.7.8.9.11.12.13.14
ENSMUST00000124570_90_90;42
ENSMUST00000143077_90_90;42.43.44.47.48.50.51.52
ENSMUST00000147197_90_90;0.2.3
ENSMUST00000155650_90_90;21.35.36.41.42.43.44.47.48.50
