id_gene;blocks
ENSHGLG00100003156;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
ENSHGLG00100003156;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
ENSHGLG00100003156;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
ENSHGLG00100006079;0|1|2|3|5|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|35|37
ENSHGLG00100006079;0|1|2|3|5|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|35|37
ENSHGLG00100006079;0|1|2|3|5|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|35|37
ENSHGLG00100006079;0|1|2|3|5|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|35|37
ENSHGLG00100006079;0|1|2|3|5|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|35|37
ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10|12|14|16|18|20|21|23|24|25|26|28|30|32|33|34|35|36|37
ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10|12|14|16|18|20|21|23|24|25|26|28|30|32|33|34|35|36|37
ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10|12|14|16|18|20|21|23|24|25|26|28|30|32|33|34|35|36|37
ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|32|33|34|35|36|37
ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|32|33|34|35|36|37
ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|32|33|34|35|36|37
ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|32|33|34|35|36|37
ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|32|33|34|35|36|37
ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|32|33|34|35|36|37
ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|32|33|34|35|36|37
ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|32|33|34|35|36|37
ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|32|33|34|35|36|37
ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|32|33|34|35|36|37
ENSPNYG00000024266;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37
