id_transcript;block_sequence
ENSCAFT00000005580_90_90;0.1.4.5.6.7.10.11.13.14.15.17
ENSCAFT00000005583_90_90;0.1.4.5.6.7.10.11.13.14.15.16.17
ENST00000272238_90_90;0.1.4.5.6.7.8.11.13.14.15.16.17
ENST00000381661_90_90;0.1.4.5.6.7.8.11.13.14.15.17
ENST00000635370_90_90;0.1.4.5.6.7.8.9.10.11.13.14.15.16.17
ENSMUST00000020884_90_90;0.1.2.5.6.7.8.9.10.11.13.14.15.16.17
ENSMUST00000095820_90_90;0.1.2.5.6.7.8.11.13.14.15.16.17
ENSMUST00000127185_90_90;1.2.5.6
ENSMUST00000140751_90_90;0.1.2.5.6.7.8.11.12.13.14
ENSMUST00000143131_90_90;0.1.2.5
ENSMUST00000153090_90_90;0.1.2.5.6.7.8.11.13
ENSMUST00000156727_90_90;6.7.8.11.13.14.15.16.17
ENSMUST00000221129_90_90;0.1.2.5.6.7.8.11.13.14.15.17
ENSMUST00000222103_90_90;0.1.2.3
