id_transcript;block_sequence
ENSCAFT00000018209_90_90;0.1.2.3.4.5.6.8.9.10.12.13.16.17.18.19.20.21.22.23.24.25.26.27.32.33
ENSCAFT00000043863_90_90;1.2.3.4.5.6.8.9.19.20.21.22.23.24.25.26.27.32.33
ENST00000264183_90_90;0.1.2.3.4.5.6.8.9.10.12.13.14.16.17.18.19.20.22.24.25.31.32.33
ENST00000349213_90_90;0.1.2.3.4.5.6.8.9.19.20.22.24.25.31.32.33
ENST00000366603_90_90;0.1.2.3.4.5.6.8.9.10.12.13.14.16.17.18.19.20.22.24.25.31.32.33
ENST00000418304_90_90;0.1.2.3.4.5.6.8
ENST00000421364_90_90;0.1.2.3.4.5.6.8.9.10.12.13.14.16.17.18.19.20.22.24.25.29.30
ENST00000444620_90_90;17.19.20.22.24.25.26.27.28
ENST00000474953_90_90;20.22.24.25.31.32.34
ENSMUST00000039538_90_90;0.1.2.3.4.6.8.9.19.20.21.22.23.24.25.31.32.33
ENSMUST00000110533_90_90;0.1.2.3.4.6.7
ENSMUST00000110534_90_90;0.1.2.3.4.6.8.9.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.31.32.33
ENSMUST00000110536_90_90;0.1.2.3.4.6.8.9.19.20.21.22.23.24.25.31.32.33
ENSMUST00000129488_90_90;0.1.2.3.4.6.8.9.11.12
ENSMUST00000151151_90_90;25.26.30
ENSMUST00000222928_90_90;0.1.3
