id_transcript;block_sequence
ENSCAFT00000011926_90_90;0.1.3.4.5.6.7.8.9.11.12.13.15.16.17.18.19.20.25.32
ENST00000419482_90_90;0.1.3.4.5.6.7.8.9.11.12.13.15.16.17.18.19.20.21.23
ENST00000438570_90_90;0.1.3.4.5.33
ENST00000444564_90_90;0.1.3.4.5.6.8.9.11.12.13.15.16.17.18.19.20.21.23
ENSMUST00000074301_90_90;9.10.11.13.14.15.18.20.21.22.23.24.25.26.27.28.29.30.31.32
ENSMUST00000114186_90_90;9.10.11.13.14.15.18.20.21.22.23.24.25.26.28.29.30.31.32
ENSMUST00000114188_90_90;1.2.3.18.20.21.22.23.24.25.26.27.28.29.30.31.32
ENSMUST00000129630_90_90;9.10.11.13.14.15.16
ENSMUST00000173297_90_90;1.2.3.4
ENSMUST00000173730_90_90;29.31.32
