;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000031843_90_90;ENSMUST00000113621_90_90:ENST00000372554_90_90:ENSMUST00000100215_90_90:ENST00000417224_90_90;0.733:0.625:0.7859999999999999:0.667
1;ENST00000372554_90_90;ENSMUST00000113621_90_90:ENSMUST00000100215_90_90:ENST00000417224_90_90:ENSCAFT00000031843_90_90;0.875:0.812:0.9329999999999999:0.625
2;ENST00000372559_90_90;ENST00000416629_90_90:ENST00000372564_90_90:ENSMUST00000113620_90_90:ENSMUST00000028214_90_90;0.917:1.0:0.769:0.846
3;ENST00000372564_90_90;ENST00000416629_90_90:ENSMUST00000113620_90_90:ENSMUST00000028214_90_90:ENST00000372559_90_90;0.917:0.769:0.846:1.0
4;ENST00000416230_90_90;ENST00000425236_90_90;0.429
5;ENST00000416629_90_90;ENST00000372564_90_90:ENSMUST00000113620_90_90:ENSMUST00000028214_90_90:ENST00000372559_90_90;0.917:0.833:0.769:0.917
6;ENST00000417224_90_90;ENSMUST00000113621_90_90:ENST00000372554_90_90:ENSMUST00000100215_90_90:ENSCAFT00000031843_90_90;0.812:0.9329999999999999:0.867:0.667
7;ENST00000425236_90_90;ENST00000416230_90_90;0.429
8;ENST00000455407_90_90;;
9;ENSMUST00000028214_90_90;ENST00000416629_90_90:ENST00000372564_90_90:ENSMUST00000113620_90_90:ENST00000372559_90_90;0.769:0.846:0.917:0.846
10;ENSMUST00000100215_90_90;ENSMUST00000113621_90_90:ENST00000372554_90_90:ENST00000417224_90_90:ENSCAFT00000031843_90_90;0.9329999999999999:0.812:0.867:0.7859999999999999
11;ENSMUST00000113620_90_90;ENST00000416629_90_90:ENST00000372564_90_90:ENSMUST00000028214_90_90:ENST00000372559_90_90;0.833:0.769:0.917:0.769
12;ENSMUST00000113621_90_90;ENST00000372554_90_90:ENSMUST00000100215_90_90:ENST00000417224_90_90:ENSCAFT00000031843_90_90;0.875:0.9329999999999999:0.812:0.733
13;ENSMUST00000163668_90_90;;
