;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000000309_90_90;ENST00000510263_90_90:ENST00000368914_90_90:ENSMUST00000077847_90_90:ENST00000316364_90_90:ENSMUST00000103238_90_90:ENST00000341697_90_90:ENST00000536845_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENST00000343348_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;0.991:0.43700000000000006:0.519:0.368:0.519:0.43700000000000006:0.368:0.435:0.995:0.991:0.995:0.435
1;ENSCAFT00000019817_90_90;ENSMUST00000103240_90_90:ENST00000368913_90_90:ENST00000558816_90_90:ENSMUST00000168321_90_90:ENSCAFT00000022132_90_90:ENST00000257414_90_90:ENSMUST00000135790_90_90:ENST00000613223_90_90:ENSMUST00000090823_90_90:ENSMUST00000103239_90_90:ENSMUST00000051419_90_90:ENST00000355997_90_90:ENST00000621728_90_90;0.445:0.987:0.16699999999999998:0.9540000000000001:0.233:0.42700000000000005:0.425:0.607:0.9540000000000001:0.44799999999999995:0.41:0.16699999999999998:0.607
2;ENSCAFT00000022132_90_90;ENSMUST00000103240_90_90:ENST00000368913_90_90:ENST00000558816_90_90:ENSMUST00000168321_90_90:ENST00000257414_90_90:ENSMUST00000135790_90_90:ENST00000613223_90_90:ENSMUST00000090823_90_90:ENSMUST00000103239_90_90:ENSMUST00000051419_90_90:ENSCAFT00000019817_90_90:ENST00000355997_90_90:ENST00000621728_90_90;0.363:0.233:0.47600000000000003:0.23199999999999998:0.48700000000000004:0.491:0.294:0.23199999999999998:0.36200000000000004:0.397:0.233:0.47600000000000003:0.294
3;ENST00000257414_90_90;ENSMUST00000103240_90_90:ENST00000368913_90_90:ENST00000558816_90_90:ENSMUST00000168321_90_90:ENSCAFT00000022132_90_90:ENSMUST00000135790_90_90:ENST00000613223_90_90:ENSMUST00000090823_90_90:ENSMUST00000103239_90_90:ENSMUST00000051419_90_90:ENSCAFT00000019817_90_90:ENST00000355997_90_90:ENST00000621728_90_90;0.54:0.42700000000000005:0.3:0.425:0.48700000000000004:0.987:0.371:0.425:0.5429999999999999:0.47700000000000004:0.42700000000000005:0.3:0.377
4;ENST00000343348_90_90;ENST00000510263_90_90:ENST00000368914_90_90:ENSMUST00000077847_90_90:ENST00000316364_90_90:ENSMUST00000103238_90_90:ENST00000341697_90_90:ENST00000536845_90_90:ENSCAFT00000000309_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;1.0:0.43700000000000006:0.514:0.364:0.514:0.43700000000000006:0.364:0.991:0.435:0.986:0.986:0.435
5;ENST00000503865_90_90;ENST00000560006_90_90:ENST00000559064_90_90:ENST00000513137_90_90:ENSMUST00000123228_90_90;0.29100000000000004:0.039:0.75:0.006999999999999999
6;ENST00000509665_90_90;;
7;ENST00000510263_90_90;ENST00000368914_90_90:ENSMUST00000077847_90_90:ENST00000316364_90_90:ENSMUST00000103238_90_90:ENST00000341697_90_90:ENST00000536845_90_90:ENSCAFT00000000309_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENST00000343348_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;0.43700000000000006:0.514:0.364:0.514:0.43700000000000006:0.364:0.991:0.435:0.986:1.0:0.986:0.435
8;ENST00000513137_90_90;ENST00000560006_90_90:ENST00000559064_90_90:ENST00000503865_90_90:ENSMUST00000123228_90_90;0.297:0.095:0.75:0.192
9;ENST00000515009_90_90;ENSMUST00000126684_90_90;0.857
10;ENST00000515129_90_90;ENST00000368912_90_90:ENSMUST00000107217_90_90:ENSMUST00000076043_90_90;0.405:0.396:0.733
11;ENST00000316364_90_90;ENST00000510263_90_90:ENST00000368914_90_90:ENSMUST00000077847_90_90:ENSMUST00000103238_90_90:ENST00000341697_90_90:ENST00000536845_90_90:ENSCAFT00000000309_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENST00000343348_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;0.364:0.308:0.691:0.691:0.308:1.0:0.368:0.307:0.36700000000000005:0.364:0.36700000000000005:0.307
12;ENST00000354744_90_90;;
13;ENST00000355997_90_90;ENSMUST00000103240_90_90:ENST00000368913_90_90:ENST00000558816_90_90:ENSMUST00000168321_90_90:ENSCAFT00000022132_90_90:ENST00000257414_90_90:ENSMUST00000135790_90_90:ENST00000613223_90_90:ENSMUST00000090823_90_90:ENSMUST00000103239_90_90:ENSMUST00000051419_90_90:ENSCAFT00000019817_90_90:ENST00000621728_90_90;0.34700000000000003:0.16699999999999998:1.0:0.16699999999999998:0.47600000000000003:0.3:0.299:0.203:0.16699999999999998:0.345:0.358:0.16699999999999998:0.203
14;ENST00000358066_90_90;ENSMUST00000076335_90_90:ENSMUST00000103241_90_90:ENST00000558014_90_90;0.691:0.691:1.0
15;ENST00000389425_90_90;;
16;ENST00000389428_90_90;;
17;ENST00000536845_90_90;ENST00000510263_90_90:ENST00000368914_90_90:ENSMUST00000077847_90_90:ENST00000316364_90_90:ENSMUST00000103238_90_90:ENST00000341697_90_90:ENSCAFT00000000309_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENST00000343348_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;0.364:0.308:0.691:1.0:0.691:0.308:0.368:0.307:0.36700000000000005:0.364:0.36700000000000005:0.307
18;ENST00000558014_90_90;ENST00000358066_90_90:ENSMUST00000076335_90_90:ENSMUST00000103241_90_90;1.0:0.691:0.691
19;ENST00000558816_90_90;ENSMUST00000103240_90_90:ENST00000368913_90_90:ENSMUST00000168321_90_90:ENSCAFT00000022132_90_90:ENST00000257414_90_90:ENSMUST00000135790_90_90:ENST00000613223_90_90:ENSMUST00000090823_90_90:ENSMUST00000103239_90_90:ENSMUST00000051419_90_90:ENSCAFT00000019817_90_90:ENST00000355997_90_90:ENST00000621728_90_90;0.34700000000000003:0.16699999999999998:0.16699999999999998:0.47600000000000003:0.3:0.299:0.203:0.16699999999999998:0.345:0.358:0.16699999999999998:1.0:0.203
20;ENST00000559064_90_90;ENST00000560006_90_90:ENST00000503865_90_90:ENST00000513137_90_90:ENSMUST00000123228_90_90;0.366:0.039:0.095:0.188
21;ENST00000559184_90_90;;
22;ENST00000559196_90_90;ENSMUST00000204709_90_90:ENST00000561133_90_90:ENSMUST00000142449_90_90;0.365:0.7240000000000001:0.365
23;ENST00000560006_90_90;ENST00000559064_90_90:ENST00000503865_90_90:ENST00000513137_90_90:ENSMUST00000123228_90_90;0.366:0.29100000000000004:0.297:0.095
24;ENST00000560636_90_90;;
25;ENST00000561133_90_90;ENSMUST00000204709_90_90:ENSMUST00000142449_90_90:ENST00000559196_90_90;0.34600000000000003:0.34600000000000003:0.7240000000000001
26;ENST00000341697_90_90;ENST00000510263_90_90:ENST00000368914_90_90:ENSMUST00000077847_90_90:ENST00000316364_90_90:ENSMUST00000103238_90_90:ENST00000536845_90_90:ENSCAFT00000000309_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENST00000343348_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;0.43700000000000006:1.0:0.43:0.308:0.43:0.308:0.43700000000000006:0.953:0.435:0.43700000000000006:0.435:0.953
