id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript7_ENSMUSG00000054036;null;transcript7_ENSMSIG00000000513|0.995&transcript7_MGP-SPRETEiJ-G0021131|0.992;null;0
transcript7_ENSMSIG00000000513;null;transcript7_ENSMUSG00000054036|0.995&transcript7_MGP-SPRETEiJ-G0021131|0.996;null;0
transcript7_MGP-SPRETEiJ-G0021131;null;transcript7_ENSMUSG00000054036|0.992&transcript7_ENSMSIG00000000513|0.996;null;0
transcript50_ENSMSIG00000000513;null;transcript50_MGP-CAROLIEiJ-G0020234|0.991&transcript50_MGP-PahariEiJ-G0020237|0.994;null;1
transcript50_MGP-CAROLIEiJ-G0020234;null;transcript50_ENSMSIG00000000513|0.991&transcript50_MGP-PahariEiJ-G0020237|0.989;null;1
transcript50_MGP-PahariEiJ-G0020237;null;transcript50_ENSMSIG00000000513|0.994&transcript50_MGP-CAROLIEiJ-G0020234|0.989;null;1
transcript54_ENSMUSG00000054036;null;transcript59_MGP-SPRETEiJ-G0021131|0.85&transcript57_MGP-PahariEiJ-G0020237|0.904&transcript67_ENSMSIG00000000513|0.89;null;2
transcript55_ENSMSIG00000000513;transcript67_ENSMSIG00000000513|0.985;transcript59_MGP-SPRETEiJ-G0021131|0.839;null;2
transcript59_MGP-CAROLIEiJ-G0020234;transcript61_MGP-CAROLIEiJ-G0020234|0.997;transcript59_MGP-SPRETEiJ-G0021131|0.946;null;2
transcript59_MGP-SPRETEiJ-G0021131;transcript61_MGP-SPRETEiJ-G0021131|0.997;transcript54_ENSMUSG00000054036|0.85&transcript55_ENSMSIG00000000513|0.839&transcript59_MGP-CAROLIEiJ-G0020234|0.946&transcript67_ENSMSIG00000000513|0.839;null;2
transcript61_MGP-SPRETEiJ-G0021131;transcript59_MGP-SPRETEiJ-G0021131|0.997;transcript61_MGP-CAROLIEiJ-G0020234|0.945;null;2
transcript57_MGP-PahariEiJ-G0020237;null;transcript54_ENSMUSG00000054036|0.904;null;2
transcript61_MGP-CAROLIEiJ-G0020234;transcript59_MGP-CAROLIEiJ-G0020234|0.997;transcript61_MGP-SPRETEiJ-G0021131|0.945;null;2
transcript67_ENSMSIG00000000513;transcript55_ENSMSIG00000000513|0.985;transcript54_ENSMUSG00000054036|0.89&transcript59_MGP-SPRETEiJ-G0021131|0.839;null;2
transcript60_MGP-CAROLIEiJ-G0020234;null;transcript60_ENSMSIG00000000513|0.858;null;3
transcript60_ENSMSIG00000000513;transcript64_ENSMSIG00000000513|0.92;transcript60_MGP-CAROLIEiJ-G0020234|0.858;null;3
transcript64_ENSMSIG00000000513;transcript60_ENSMSIG00000000513|0.92;null;null;3
transcript69_MGP-SPRETEiJ-G0021131;transcript62_MGP-SPRETEiJ-G0021131|0.992;null;null;4
transcript62_MGP-SPRETEiJ-G0021131;transcript69_MGP-SPRETEiJ-G0021131|0.992;null;null;4
transcript70_MGP-SPRETEiJ-G0021131;null;null;null;5
transcript71_MGP-SPRETEiJ-G0021131;null;null;null;6
transcript72_MGP-SPRETEiJ-G0021131;null;null;null;7
