nucHom;degHom;tsm
1.0;1.0;1.0
0.91;0.95;0.93
0.859;0.966;0.912
0.84;0.935;0.887
0.864;0.984;0.924
0.857;0.973;0.915
0.796;0.887;0.842
0.25;0.769;0.51
0.371;1.0;0.685
0.86;1.0;0.93
0.795;0.917;0.856
0.848;1.0;0.924
0.854;0.984;0.919
0.846;0.972;0.909
0.809;0.933;0.871
0.791;0.914;0.853
0.639;0.971;0.805
0.978;0.998;0.988
0.762;0.903;0.833
0.775;0.929;0.852
0.802;0.958;0.88
0.913;0.95;0.931
0.975;0.998;0.986
0.491;0.79;0.641
0.582;0.974;0.778
0.755;1.0;0.877
0.713;0.949;0.831
0.968;1.0;0.984
0.741;0.985;0.863
0.738;0.985;0.861
0.732;0.985;0.859
0.631;0.906;0.768
0.51;0.755;0.633
0.715;0.985;0.85
0.729;0.912;0.821
0.861;0.902;0.881
0.848;0.891;0.869
0.844;0.872;0.858
0.864;0.888;0.876
0.845;0.891;0.868
0.861;0.891;0.876
0.842;0.864;0.853
0.896;0.927;0.911
0.88;0.897;0.889
0.895;0.92;0.907
0.955;1.0;0.978
0.923;0.995;0.959
0.493;0.594;0.543
0.456;0.521;0.489
0.52;0.628;0.574
0.551;0.647;0.599
0.542;0.657;0.6
0.532;0.643;0.588
0.522;0.596;0.559
0.524;0.643;0.584
0.486;0.621;0.553
0.551;0.668;0.61
0.769;0.92;0.845
0.294;0.387;0.341
0.153;0.217;0.185
0.741;0.98;0.861
0.169;0.247;0.208
0.365;0.456;0.41
0.17;0.247;0.209
0.09;0.092;0.091
0.258;0.262;0.26
0.104;0.131;0.117
0.5;1.0;0.75
0.257;0.463;0.36
0.092;0.199;0.146
0.828;0.982;0.905
0.821;0.97;0.895
0.393;0.398;0.396
0.294;0.356;0.325
0.081;0.105;0.093
0.795;0.919;0.857
0.433;0.958;0.696
0.351;0.74;0.545
0.099;0.185;0.142
0.08;0.156;0.118
0.281;0.553;0.417
0.14;0.248;0.194
0.351;0.74;0.545
0.0;0.0;0.0
0.354;0.981;0.667
0.213;0.539;0.376
0.125;0.283;0.204
0.26;0.784;0.522
0.87;0.984;0.927
0.565;0.639;0.602
0.847;0.937;0.892
0.595;0.687;0.641
0.808;0.9;0.854
0.868;0.973;0.92
0.876;0.984;0.93
0.936;0.996;0.966
0.491;1.0;0.746
0.451;0.906;0.678
0.446;0.926;0.686
0.856;0.998;0.927
0.204;0.212;0.208
0.704;0.958;0.831
0.208;0.309;0.259
0.297;0.32;0.308
0.857;0.973;0.915
0.865;0.984;0.924
0.724;0.996;0.86
0.544;0.765;0.655
0.732;1.0;0.866
0.769;0.915;0.842
0.189;0.243;0.216
0.086;0.092;0.089
0.91;0.95;0.93
1.0;1.0;1.0
0.942;0.982;0.962
0.922;0.951;0.936
0.946;1.0;0.973
0.938;0.989;0.964
0.873;0.903;0.888
0.26;0.769;0.514
0.388;1.0;0.694
0.905;1.0;0.953
0.836;0.917;0.877
0.868;1.0;0.934
0.928;1.0;0.964
0.92;0.988;0.954
0.881;0.949;0.915
0.862;0.931;0.897
0.637;0.98;0.808
0.891;0.953;0.922
0.811;0.937;0.874
0.825;0.964;0.894
0.853;0.994;0.923
0.857;0.92;0.889
0.918;0.969;0.944
0.449;0.756;0.603
0.541;0.94;0.74
0.792;1.0;0.896
0.748;0.949;0.849
0.911;0.97;0.941
0.775;0.985;0.88
0.773;0.985;0.879
0.766;0.985;0.875
0.658;0.906;0.782
0.533;0.755;0.644
0.747;0.985;0.866
0.764;0.912;0.838
0.883;0.917;0.9
0.871;0.906;0.889
0.867;0.888;0.877
0.887;0.903;0.895
0.867;0.906;0.887
0.884;0.906;0.895
0.864;0.88;0.872
0.919;0.942;0.93
0.903;0.913;0.908
0.918;0.936;0.927
0.899;0.971;0.935
0.881;0.97;0.925
0.451;0.569;0.51
0.414;0.497;0.456
0.478;0.603;0.54
0.509;0.623;0.566
0.5;0.633;0.567
0.49;0.618;0.554
0.592;0.649;0.621
0.482;0.618;0.55
0.501;0.632;0.567
0.509;0.644;0.577
0.845;0.938;0.891
0.308;0.381;0.345
0.16;0.213;0.186
0.702;0.956;0.829
0.177;0.254;0.215
0.382;0.468;0.425
0.178;0.254;0.216
0.094;0.094;0.094
0.215;0.235;0.225
0.109;0.134;0.121
0.521;1.0;0.76
0.27;0.463;0.367
0.097;0.199;0.148
0.905;0.998;0.952
0.897;0.987;0.942
0.442;0.414;0.428
0.307;0.35;0.329
0.085;0.104;0.095
0.871;0.936;0.903
0.397;0.917;0.657
0.314;0.699;0.506
0.104;0.194;0.149
0.084;0.163;0.123
0.294;0.578;0.436
0.146;0.26;0.203
0.314;0.699;0.506
0.0;0.0;0.0
0.37;0.981;0.675
0.223;0.539;0.381
0.131;0.283;0.207
0.272;0.784;0.528
0.954;1.0;0.977
0.624;0.654;0.639
0.93;0.952;0.941
0.656;0.702;0.679
0.875;0.916;0.895
0.938;0.989;0.964
0.946;1.0;0.973
0.899;0.974;0.936
0.511;1.0;0.756
0.469;0.906;0.688
0.464;0.926;0.695
0.892;0.99;0.941
0.236;0.223;0.229
0.77;0.976;0.873
0.218;0.304;0.261
0.311;0.315;0.313
0.938;0.989;0.964
0.946;1.0;0.973
0.759;0.996;0.877
0.57;0.765;0.667
0.765;1.0;0.883
0.805;0.915;0.86
0.198;0.243;0.221
0.09;0.092;0.091
0.859;0.966;0.912
