;ENSCAFT00000024611_90_90;ENST00000312358_90_90;ENST00000396686_90_90;ENST00000396688_90_90;ENST00000396689_90_90;ENST00000396698_90_90;ENST00000403148_90_90;ENST00000409595_90_90;ENST00000412982_90_90;ENST00000420132_90_90;ENST00000431523_90_90;ENST00000435853_90_90;ENST00000451076_90_90;ENST00000452101_90_90;ENST00000617028_90_90;ENSMUST00000087122_90_90;ENSMUST00000113587_90_90;ENSMUST00000113588_90_90;ENSMUST00000113589_90_90;ENSMUST00000113590_90_90;ENSMUST00000122266_90_90;ENSMUST00000125306_90_90;ENSMUST00000132228_90_90;ENSMUST00000137868_90_90;ENSMUST00000148515_90_90
ENSCAFT00000024611_90_90;1.0;0.691;0.042;0.042;0.042;0.444;0.0;0.043;0.02;0.0;0.25;0.208;0.17;0.075;0.0;0.567;0.042;0.042;0.042;0.421;0.042;0.075;0.149;0.446;0.218
ENST00000312358_90_90;0.691;1.0;0.021;0.021;0.021;0.51;0.0;0.043;0.021;0.0;0.255;0.189;0.174;0.057;0.0;0.722;0.021;0.021;0.021;0.429;0.021;0.057;0.152;0.538;0.222
ENST00000396686_90_90;0.042;0.021;1.0;1.0;1.0;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;1.0;1.0;1.0;0.088;1.0;0.0;0.0;0.028;0.0
ENST00000396688_90_90;0.042;0.021;1.0;1.0;1.0;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;1.0;1.0;1.0;0.088;1.0;0.0;0.0;0.028;0.0
ENST00000396689_90_90;0.042;0.021;1.0;1.0;1.0;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;1.0;1.0;1.0;0.088;1.0;0.0;0.0;0.028;0.0
ENST00000396698_90_90;0.444;0.51;0.097;0.097;0.097;1.0;0.088;0.065;0.0;0.088;0.485;0.333;0.258;0.171;0.0;0.444;0.097;0.097;0.097;0.757;0.097;0.139;0.226;0.354;0.378
ENST00000403148_90_90;0.0;0.0;0.0;0.0;0.0;0.088;1.0;0.0;0.0;1.0;0.143;0.095;0.0;0.231;0.0;0.0;0.0;0.0;0.0;0.081;0.0;0.333;0.0;0.0;0.13
ENST00000409595_90_90;0.043;0.043;0.0;0.0;0.0;0.065;0.0;1.0;0.0;0.0;0.0;0.0;0.111;0.0;0.0;0.043;0.0;0.0;0.0;0.059;0.0;0.0;0.286;0.029;0.0
ENST00000412982_90_90;0.02;0.021;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.333;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028;0.0
ENST00000420132_90_90;0.0;0.0;0.0;0.0;0.0;0.088;1.0;0.0;0.0;1.0;0.143;0.095;0.0;0.231;0.0;0.0;0.0;0.0;0.0;0.081;0.0;0.333;0.0;0.0;0.13
ENST00000431523_90_90;0.25;0.255;0.0;0.0;0.0;0.485;0.143;0.0;0.0;0.143;1.0;0.667;0.3;0.4;0.0;0.226;0.0;0.0;0.0;0.368;0.0;0.333;0.136;0.156;0.727
ENST00000435853_90_90;0.208;0.189;0.0;0.0;0.0;0.333;0.095;0.0;0.0;0.095;0.667;1.0;0.316;0.5;0.0;0.164;0.0;0.0;0.0;0.244;0.0;0.35;0.143;0.085;0.48
ENST00000451076_90_90;0.17;0.174;0.0;0.0;0.0;0.258;0.0;0.111;0.0;0.0;0.3;0.316;1.0;0.059;0.0;0.146;0.0;0.0;0.0;0.2;0.0;0.059;0.25;0.077;0.217
ENST00000452101_90_90;0.075;0.057;0.0;0.0;0.0;0.171;0.231;0.0;0.0;0.231;0.4;0.5;0.059;1.0;0.0;0.056;0.0;0.0;0.0;0.128;0.0;0.667;0.062;0.0;0.304
ENST00000617028_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.333;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000087122_90_90;0.567;0.722;0.02;0.02;0.02;0.444;0.0;0.043;0.02;0.0;0.226;0.164;0.146;0.056;0.0;1.0;0.02;0.02;0.02;0.558;0.02;0.056;0.149;0.653;0.288
ENSMUST00000113587_90_90;0.042;0.021;1.0;1.0;1.0;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;1.0;1.0;1.0;0.088;1.0;0.0;0.0;0.028;0.0
ENSMUST00000113588_90_90;0.042;0.021;1.0;1.0;1.0;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;1.0;1.0;1.0;0.088;1.0;0.0;0.0;0.028;0.0
ENSMUST00000113589_90_90;0.042;0.021;1.0;1.0;1.0;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;1.0;1.0;1.0;0.088;1.0;0.0;0.0;0.028;0.0
ENSMUST00000113590_90_90;0.421;0.429;0.088;0.088;0.088;0.757;0.081;0.059;0.0;0.081;0.368;0.244;0.2;0.128;0.0;0.558;0.088;0.088;0.088;1.0;0.088;0.158;0.206;0.417;0.5
ENSMUST00000122266_90_90;0.042;0.021;1.0;1.0;1.0;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;1.0;1.0;1.0;0.088;1.0;0.0;0.0;0.028;0.0
ENSMUST00000125306_90_90;0.075;0.057;0.0;0.0;0.0;0.139;0.333;0.0;0.0;0.333;0.333;0.35;0.059;0.667;0.0;0.056;0.0;0.0;0.0;0.158;0.0;1.0;0.062;0.0;0.364
ENSMUST00000132228_90_90;0.149;0.152;0.0;0.0;0.0;0.226;0.0;0.286;0.0;0.0;0.136;0.143;0.25;0.062;0.0;0.149;0.0;0.0;0.0;0.206;0.0;0.062;1.0;0.051;0.125
ENSMUST00000137868_90_90;0.446;0.538;0.028;0.028;0.028;0.354;0.0;0.029;0.028;0.0;0.156;0.085;0.077;0.0;0.0;0.653;0.028;0.028;0.028;0.417;0.028;0.0;0.051;1.0;0.174
ENSMUST00000148515_90_90;0.218;0.222;0.0;0.0;0.0;0.378;0.13;0.0;0.0;0.13;0.727;0.48;0.217;0.304;0.0;0.288;0.0;0.0;0.0;0.5;0.0;0.364;0.125;0.174;1.0
