nucHom;degHom;tsm
1.0;1.0;1.0
1.0;1.0;1.0
0.576;0.538;0.557
0.945;0.923;0.934
0.305;0.154;0.229
0.766;0.769;0.768
0.618;0.462;0.54
1.0;1.0;1.0
0.945;0.923;0.934
0.945;0.923;0.934
1.0;1.0;1.0
0.481;0.308;0.394
0.72;0.538;0.629
0.952;0.923;0.938
1.0;1.0;1.0
1.0;1.0;1.0
0.561;0.5;0.53
0.948;0.938;0.943
0.292;0.125;0.208
0.776;0.812;0.794
0.592;0.375;0.483
1.0;1.0;1.0
0.947;0.933;0.94
0.947;0.933;0.94
1.0;1.0;1.0
0.465;0.267;0.366
0.696;0.467;0.582
0.954;0.933;0.944
0.576;0.538;0.557
0.561;0.5;0.53
1.0;1.0;1.0
0.509;0.438;0.474
0.201;0.111;0.156
0.614;0.5;0.557
0.484;0.4;0.442
0.557;0.467;0.512
0.504;0.4;0.452
0.504;0.4;0.452
0.557;0.467;0.512
0.32;0.222;0.271
0.618;0.556;0.587
0.584;0.5;0.542
0.945;0.923;0.934
0.948;0.938;0.943
0.509;0.438;0.474
1.0;1.0;1.0
0.308;0.133;0.221
0.818;0.867;0.843
0.539;0.312;0.425
0.947;0.933;0.94
1.0;1.0;1.0
1.0;1.0;1.0
0.947;0.933;0.94
0.491;0.286;0.388
0.735;0.5;0.617
0.901;0.867;0.884
0.305;0.154;0.229
0.292;0.125;0.208
0.201;0.111;0.156
0.308;0.133;0.221
1.0;1.0;1.0
0.376;0.154;0.265
0.494;0.333;0.413
0.295;0.133;0.214
0.311;0.143;0.227
0.311;0.143;0.227
0.295;0.133;0.214
0.634;0.5;0.567
0.423;0.286;0.354
0.309;0.143;0.226
0.766;0.769;0.768
0.776;0.812;0.794
0.614;0.5;0.557
0.818;0.867;0.843
0.376;0.154;0.265
1.0;1.0;1.0
0.651;0.357;0.504
0.773;0.8;0.786
0.816;0.857;0.837
0.816;0.857;0.837
0.773;0.8;0.786
0.602;0.333;0.468
0.9;0.583;0.742
0.811;0.857;0.834
0.618;0.462;0.54
0.592;0.375;0.483
0.484;0.4;0.442
0.539;0.312;0.425
0.494;0.333;0.413
0.651;0.357;0.504
1.0;1.0;1.0
0.597;0.4;0.498
0.545;0.333;0.439
0.545;0.333;0.439
0.597;0.4;0.498
0.779;0.667;0.723
0.727;0.625;0.676
0.626;0.429;0.527
1.0;1.0;1.0
1.0;1.0;1.0
0.557;0.467;0.512
0.947;0.933;0.94
0.295;0.133;0.214
0.773;0.8;0.786
0.597;0.4;0.498
1.0;1.0;1.0
0.949;0.941;0.945
0.949;0.941;0.945
1.0;1.0;1.0
0.452;0.235;0.344
0.676;0.412;0.544
0.955;0.941;0.948
0.945;0.923;0.934
0.947;0.933;0.94
0.504;0.4;0.452
1.0;1.0;1.0
0.311;0.143;0.227
0.816;0.857;0.837
0.545;0.333;0.439
0.949;0.941;0.945
1.0;1.0;1.0
1.0;1.0;1.0
0.949;0.941;0.945
0.476;0.25;0.363
0.713;0.438;0.576
0.904;0.882;0.893
0.945;0.923;0.934
0.947;0.933;0.94
0.504;0.4;0.452
1.0;1.0;1.0
0.311;0.143;0.227
0.816;0.857;0.837
0.545;0.333;0.439
0.949;0.941;0.945
1.0;1.0;1.0
1.0;1.0;1.0
0.949;0.941;0.945
0.476;0.25;0.363
0.713;0.438;0.576
0.904;0.882;0.893
1.0;1.0;1.0
1.0;1.0;1.0
0.557;0.467;0.512
0.947;0.933;0.94
0.295;0.133;0.214
0.773;0.8;0.786
0.597;0.4;0.498
1.0;1.0;1.0
0.949;0.941;0.945
0.949;0.941;0.945
1.0;1.0;1.0
0.452;0.235;0.344
0.676;0.412;0.544
0.955;0.941;0.948
0.481;0.308;0.394
0.465;0.267;0.366
0.32;0.222;0.271
0.491;0.286;0.388
0.634;0.5;0.567
0.602;0.333;0.468
0.779;0.667;0.723
0.452;0.235;0.344
0.476;0.25;0.363
0.476;0.25;0.363
0.452;0.235;0.344
1.0;1.0;1.0
0.668;0.571;0.619
0.473;0.25;0.361
0.72;0.538;0.629
0.696;0.467;0.582
0.618;0.556;0.587
0.735;0.5;0.617
0.423;0.286;0.354
0.9;0.583;0.742
0.727;0.625;0.676
0.676;0.412;0.544
0.713;0.438;0.576
0.713;0.438;0.576
0.676;0.412;0.544
0.668;0.571;0.619
1.0;1.0;1.0
0.708;0.438;0.573
0.952;0.923;0.938
0.954;0.933;0.944
0.584;0.5;0.542
0.901;0.867;0.884
0.309;0.143;0.226
0.811;0.857;0.834
0.626;0.429;0.527
0.955;0.941;0.948
0.904;0.882;0.893
0.904;0.882;0.893
0.955;0.941;0.948
0.473;0.25;0.361
0.708;0.438;0.573
1.0;1.0;1.0
