id_transcript;block_sequence
ENSCAFT00000031982_90_90;0.1.2.4.10.11.12.15.16.17.18.19.20.23.24
ENST00000373064_90_90;8.10.11.14.15.16.17.18.19.20.21.24
ENST00000373066_90_90;7.10.11.12.13.14.15.16.17.18.19.20.21.24
ENST00000373068_90_90;0.1.2.3.4.10.11.14.15.16.17.18.19.20.21.24
ENST00000373069_90_90;0.1.2.3.4.10.11.12.13.14.15.16.17.18.19.20.21.24
ENST00000432073_90_90;7.10.11.14.15.16.17.18.19.20.21.24
ENST00000466983_90_90;16.17.20.21.22
ENST00000472769_90_90;8.9
ENSMUST00000028160_90_90;0.2.3.4.10.11.12.13.14.15.16.17.18.19.20.23.24
ENSMUST00000052119_90_90;7.10.11.12.13.14.15.16.17.18.19.20.23.24
ENSMUST00000113307_90_90;8.10.11.14.15.16.17.18.19.20.23.24
ENSMUST00000113308_90_90;7.10.11.14.15.16.17.18.19.20.23.24
ENSMUST00000113310_90_90;0.2.3.4.10.11.14.15.16.17.18.19.20.23.24
ENSMUST00000127961_90_90;6.10.11.12.13.14.15.16
ENSMUST00000136361_90_90;5.6.10.11.14.15.16.17.18
ENSMUST00000153886_90_90;11.14.15.16.17
