id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript7_ENSMSIG00000000513;null;null;null;0
transcript38_MGP-SPRETEiJ-G0021131;null;transcript38_ENSMSIG00000000513|0.96&transcript38_ENSMUSG00000054036|0.96;null;1
transcript38_ENSMSIG00000000513;null;transcript38_MGP-SPRETEiJ-G0021131|0.96&transcript38_ENSMUSG00000054036|1.0;null;1
transcript38_ENSMUSG00000054036;null;transcript38_MGP-SPRETEiJ-G0021131|0.96&transcript38_ENSMSIG00000000513|1.0;null;1
transcript52_MGP-SPRETEiJ-G0021131;null;transcript52_ENSMSIG00000000513|0.957;null;2
transcript52_ENSMSIG00000000513;null;transcript52_MGP-SPRETEiJ-G0021131|0.957;null;2
transcript58_ENSMSIG00000000513;null;transcript58_ENSMUSG00000054036|1.0;null;3
transcript58_ENSMUSG00000054036;null;transcript58_ENSMSIG00000000513|1.0;null;3
transcript63_MGP-SPRETEiJ-G0021131;null;null;null;4
transcript32_ENSRNOG00000031503;transcript31_ENSRNOG00000031503|1.0;transcript32_ENSMUGG00000013649|0.7;null;5
transcript31_ENSRNOG00000031503;transcript32_ENSRNOG00000031503|1.0;transcript32_ENSMUGG00000013649|0.7;null;5
transcript54_ENSMUSG00000054036;transcript55_ENSMUSG00000054036|0.969;transcript47_MGP-CAROLIEiJ-G0020234|0.879;null;5
transcript32_ENSMUGG00000013592;null;transcript55_ENSMUSG00000054036|0.79&transcript39_MGP-PahariEiJ-G0020237|0.889;transcript32_ENSMUGG00000013649|0.988;5
transcript55_ENSMUSG00000054036;transcript54_ENSMUSG00000054036|0.969;transcript32_ENSMUGG00000013592|0.79&transcript32_ENSMUGG00000013649|0.8&transcript39_MGP-PahariEiJ-G0020237|0.744;null;5
transcript8_MGP-CAROLIEiJ-G0020234;transcript47_MGP-CAROLIEiJ-G0020234|0.887;null;null;5
transcript32_ENSMUGG00000013649;null;transcript32_ENSRNOG00000031503|0.7&transcript31_ENSRNOG00000031503|0.7&transcript55_ENSMUSG00000054036|0.8&transcript39_MGP-PahariEiJ-G0020237|0.9;transcript32_ENSMUGG00000013592|0.988;5
transcript39_MGP-PahariEiJ-G0020237;null;transcript32_ENSMUGG00000013592|0.889&transcript55_ENSMUSG00000054036|0.744&transcript32_ENSMUGG00000013649|0.9;null;5
transcript47_MGP-CAROLIEiJ-G0020234;transcript8_MGP-CAROLIEiJ-G0020234|0.887;transcript54_ENSMUSG00000054036|0.879;null;5
transcript8_ENSRNOG00000031503;null;null;null;6
transcript39_ENSRNOG00000031503;null;null;null;7
transcript50_ENSRNOG00000031503;null;null;null;8
transcript50_ENSMUGG00000013649;transcript12_ENSMUGG00000013649|0.987;null;null;9
transcript12_ENSMUGG00000013649;transcript50_ENSMUGG00000013649|0.987;null;null;9
