;ENSCAFT00000006410_90_90;ENSCAFT00000006413_90_90;ENSCAFT00000011282_90_90;ENST00000229471_90_90;ENST00000354650_90_90;ENST00000368667_90_90;ENST00000368678_90_90;ENST00000368682_90_90;ENST00000462598_90_90;ENST00000462856_90_90;ENST00000484067_90_90;ENST00000487824_90_90;ENST00000517419_90_90;ENST00000518295_90_90;ENST00000518630_90_90;ENST00000520518_90_90;ENST00000521062_90_90;ENST00000523238_90_90;ENST00000523570_90_90;ENST00000523574_90_90;ENST00000524310_90_90;ENST00000538466_90_90;ENST00000519728_90_90;ENST00000520050_90_90;ENST00000520220_90_90;ENSMUST00000063091_90_90;ENSMUST00000099967_90_90;ENSMUST00000126486_90_90;ENSMUST00000135242_90_90;ENSMUST00000136659_90_90;ENSMUST00000146287_90_90;ENSMUST00000148152_90_90;ENSMUST00000157009_90_90;ENSMUST00000041377_90_90;ENSMUST00000103010_90_90
ENSCAFT00000006410_90_90;;;0.771;0.866;0.982;0.982;0.819;0.819;0.237;0.598;0.345;0.197;0.5;0.47;0.4;0.518;0.332;0.46;0.389;0.429;0.444;0.819;0.0;0.0;0.0;0.819;0.982;0.819;0.819;0.866;0.819;0.369;0.106;0.789;0.717
ENSCAFT00000006413_90_90;;;0.504;0.53;0.473;0.473;0.492;0.492;0.0;0.248;0.0;0.0;0.137;0.104;0.025;0.159;0.0;0.092;0.012;0.057;0.074;0.492;0.0;0.0;0.0;0.492;0.473;0.492;0.492;0.53;0.492;0.0;0.0;0.523;0.567
ENSCAFT00000011282_90_90;0.771;0.504;;0.708;0.771;0.771;0.665;0.665;0.181;0.472;0.252;0.147;0.386;0.356;0.284;0.406;0.238;0.346;0.272;0.314;0.329;0.665;0.0;0.0;0.0;0.665;0.771;0.665;0.665;0.708;0.665;0.265;0.088;0.947;0.853
ENST00000229471_90_90;0.866;0.53;0.708;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.941;0.884;0.941;0.941;1.0;0.941;0.438;0.134;0.742;0.665
ENST00000354650_90_90;0.982;0.473;0.771;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.837;1.0;0.837;0.837;0.884;0.837;0.385;0.118;0.805;0.732
ENST00000368667_90_90;0.982;0.473;0.771;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.837;1.0;0.837;0.837;0.884;0.837;0.385;0.118;0.805;0.732
ENST00000368678_90_90;0.819;0.492;0.665;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.698;0.624
ENST00000368682_90_90;0.819;0.492;0.665;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.698;0.624
ENST00000462598_90_90;0.237;0.0;0.181;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.274;0.25;0.274;0.274;0.285;0.274;0.639;0.487;0.196;0.111
ENST00000462856_90_90;0.598;0.248;0.472;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.665;0.615;0.665;0.665;0.699;0.665;0.595;0.183;0.487;0.41
ENST00000484067_90_90;0.345;0.0;0.252;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.391;0.359;0.391;0.391;0.408;0.391;0.933;0.333;0.266;0.185
ENST00000487824_90_90;0.197;0.0;0.147;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.227;0.208;0.227;0.227;0.237;0.227;0.549;0.565;0.161;0.074
ENST00000517419_90_90;0.5;0.137;0.386;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.56;0.515;0.56;0.56;0.587;0.56;0.721;0.223;0.401;0.323
ENST00000518295_90_90;0.47;0.104;0.356;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.529;0.485;0.529;0.529;0.552;0.529;0.779;0.241;0.37;0.292
ENST00000518630_90_90;0.4;0.025;0.284;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.454;0.415;0.454;0.454;0.473;0.454;0.939;0.292;0.298;0.219
ENST00000520518_90_90;0.518;0.159;0.406;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.581;0.534;0.581;0.581;0.609;0.581;0.692;0.214;0.421;0.343
ENST00000521062_90_90;0.332;0.0;0.238;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.378;0.346;0.378;0.378;0.394;0.378;0.901;0.345;0.253;0.171
ENST00000523238_90_90;0.46;0.092;0.346;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.518;0.476;0.518;0.518;0.541;0.518;0.791;0.245;0.36;0.281
ENST00000523570_90_90;0.389;0.012;0.272;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.442;0.404;0.442;0.442;0.461;0.442;0.962;0.298;0.286;0.208
ENST00000523574_90_90;0.429;0.057;0.314;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.485;0.445;0.485;0.485;0.506;0.485;0.851;0.264;0.328;0.249
ENST00000524310_90_90;0.444;0.074;0.329;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.5;0.459;0.5;0.5;0.523;0.5;0.823;0.255;0.343;0.264
ENST00000538466_90_90;0.819;0.492;0.665;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.698;0.624
ENST00000519728_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000520050_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000520220_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000063091_90_90;0.819;0.492;0.665;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;;;;;;;;;0.698;0.624
ENSMUST00000099967_90_90;0.982;0.473;0.771;0.884;1.0;1.0;0.837;0.837;0.25;0.615;0.359;0.208;0.515;0.485;0.415;0.534;0.346;0.476;0.404;0.445;0.459;0.837;0.0;0.0;0.0;;;;;;;;;0.805;0.732
ENSMUST00000126486_90_90;0.819;0.492;0.665;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;;;;;;;;;0.698;0.624
ENSMUST00000135242_90_90;0.819;0.492;0.665;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;;;;;;;;;0.698;0.624
ENSMUST00000136659_90_90;0.866;0.53;0.708;1.0;0.884;0.884;0.941;0.941;0.285;0.699;0.408;0.237;0.587;0.552;0.473;0.609;0.394;0.541;0.461;0.506;0.523;0.941;0.0;0.0;0.0;;;;;;;;;0.742;0.665
ENSMUST00000146287_90_90;0.819;0.492;0.665;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;;;;;;;;;0.698;0.624
ENSMUST00000148152_90_90;0.369;0.0;0.265;0.438;0.385;0.385;0.419;0.419;0.639;0.595;0.933;0.549;0.721;0.779;0.939;0.692;0.901;0.791;0.962;0.851;0.823;0.419;0.0;0.0;0.0;;;;;;;;;0.279;0.2
ENSMUST00000157009_90_90;0.106;0.0;0.088;0.134;0.118;0.118;0.129;0.129;0.487;0.183;0.333;0.565;0.223;0.241;0.292;0.214;0.345;0.245;0.298;0.264;0.255;0.129;0.0;0.0;0.0;;;;;;;;;0.102;0.061
ENSMUST00000041377_90_90;0.789;0.523;0.947;0.742;0.805;0.805;0.698;0.698;0.196;0.487;0.266;0.161;0.401;0.37;0.298;0.421;0.253;0.36;0.286;0.328;0.343;0.698;0.0;0.0;0.0;0.698;0.805;0.698;0.698;0.742;0.698;0.279;0.102;;
ENSMUST00000103010_90_90;0.717;0.567;0.853;0.665;0.732;0.732;0.624;0.624;0.111;0.41;0.185;0.074;0.323;0.292;0.219;0.343;0.171;0.281;0.208;0.249;0.264;0.624;0.0;0.0;0.0;0.624;0.732;0.624;0.624;0.665;0.624;0.2;0.061;;
