id_transcript;block_sequence
ENSCAFT00000047903_90_90;0.1.2.3.4.5.6.7.8.9.10.11.12.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.31.33.34.35.36.37
ENST00000341217_90_90;34.36.38.39.40.41
ENST00000452648_90_90;1.3.5.7.16.18.19.21.23.25.27.29.30.31.32.33.34.36.38.39.40.41
ENST00000577376_90_90;1.3.5.7.16.18.19.21.23.25.27.29.30.31.32.33.34.36.38.39
ENST00000577513_90_90;1.3.5.7.16.18.19.21.23.25.27.29.30.31.32.33.34.36.38
ENST00000577682_90_90;1.3.5.7.9
ENST00000579381_90_90;1.3.5.7.8.9.10.12.13.14
ENST00000581229_90_90;1.3.5.7.16.18.19.21.23.25.27.29.30.31.32.33.34.36.38
ENST00000581381_90_90;1.3.5.7.9
ENST00000581407_90_90;1.3.5.7.16.18.19.21.23.25.27.29.30.31.32.33.34.36.38.39.40.41
ENST00000582059_90_90;1.3.5.7.9
ENST00000582266_90_90;1.3.5.7.9
ENST00000583307_90_90;1.3.5.7.16.18.19.21.23.25.27.29.30.31.32.33.34.36.38.39.40
ENST00000583522_90_90;1.3.5.7.9
ENST00000583953_90_90;1.3.5.7.9
ENST00000584059_90_90;1.3.5.7.16.18
ENSMUST00000073705_90_90;1.3.5.7.16.18.19.21.23.25.27.29.30.31.32.33.34.36.38.39.40.41
ENSMUST00000100782_90_90;34.36.38.39.40.41
ENSMUST00000155571_90_90;1.3.5.7.16.18.19.21.23.25.27.29.30.31.32.33.34.36.38.39.40.41
