id_gene;blocks
ENSAPOG00000016134;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAPOG00000016134;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAPOG00000016134;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAPOG00000016134;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAPOG00000023408;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAPOG00000023408;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAPOG00000023408;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAPOG00000023408;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAOCG00000015695;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAOCG00000015695;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAOCG00000015695;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAOCG00000015695;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAOCG00000015695;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSAOCG00000015695;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSPNYG00000024266;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSPNYG00000024266;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSPNYG00000024266;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSPNYG00000024266;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
