;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000031985_90_90;ENSMUST00000029780_90_90:ENSMUST00000200097_90_90;0.9940000000000001:0.992
1;ENST00000370197_90_90;ENST00000370198_90_90;0.998
2;ENST00000370198_90_90;ENST00000370197_90_90;0.998
3;ENST00000426398_90_90;ENST00000609116_90_90;0.998
4;ENST00000609116_90_90;ENST00000426398_90_90;0.998
5;ENSMUST00000029780_90_90;ENSMUST00000200097_90_90:ENSCAFT00000031985_90_90;0.998:0.9940000000000001
6;ENSMUST00000195902_90_90;;
7;ENSMUST00000197387_90_90;;
8;ENSMUST00000197464_90_90;;
9;ENSMUST00000197833_90_90;;
10;ENSMUST00000198403_90_90;;
11;ENSMUST00000200097_90_90;ENSMUST00000029780_90_90:ENSCAFT00000031985_90_90;0.998:0.992
