id_transcript;id_gene
ENSCAFT00000024171_90_90;ENSCAFG00000015213_90
ENST00000264657_90_90;ENSG00000168610_90
ENST00000389272_90_90;ENSG00000168610_90
ENST00000404395_90_90;ENSG00000168610_90
ENST00000585517_90_90;ENSG00000168610_90
ENST00000588065_90_90;ENSG00000168610_90
ENST00000588969_90_90;ENSG00000168610_90
ENSMUST00000092671_90_90;ENSMUSG00000004040_90
ENSMUST00000103114_90_90;ENSMUSG00000004040_90
ENSMUST00000127638_90_90;ENSMUSG00000004040_90
ENSMUST00000138438_90_90;ENSMUSG00000004040_90
