id_transcript;block_sequence
ENSCAFT00000014940_90_90;1.2.3.4.7.8.9.10.11.12.13.14.16.19.20.21.22.28.29.30.31.32.33.34
ENSCAFT00000016916_90_90;1.2.3.4.7.8.9.10.11.12.13.14.16.19.20.21.22.23.27.28.29.30.31.32.33.34
ENSCAFT00000023521_90_90;0.2.3.4.7.8.9.10.11.12.13.14.15.16.21.22.23.27.28.30
ENST00000342558_90_90;0.2.3.4.7.8.9.10.11.12.13.14.15.16.17.22.23.24
ENST00000360663_90_90;0.2.3.4.7.8.9.10.11.12.13.14.15.16.17.22.26.27.28.30
ENST00000394828_90_90;0.2.3.4.7.8.9.10.11.12.13.14.15.16.17.20.21.22.28.30
ENST00000394829_90_90;0.2.3.4.7.8.9.10.11.12.13.14.15.16.17.20.21.22.26.27.28.30
ENST00000430762_90_90;13.14.15.16.17.18.19.20.21.22.26.27.28.30
ENST00000323055_90_90;1.2.3.4.5.8.9.10.11.14.16.19.20.21.22.28.29.30.31.32.33.34
ENST00000394853_90_90;1.2.3.4.5.8.9.10.11.12.13.14.16.19.20.21.22.28.29.30.31.32.33.34
ENST00000394854_90_90;1.2.3.4.5.8.9.10.11.12.13.14.16.19.20.21.22.23.27.28.29.30.31.32.33.34
ENST00000492351_90_90;4.5.6
ENST00000507176_90_90;9.10.11.12.13.14.16.19.20.21.22.23.27.28.29.30.31.32.33.34
ENST00000512215_90_90;1.2.3.4.5.12.13.14.16.19.20.21.22.23.27.28.29.30.31.32.33.34
ENST00000525819_90_90;3.4.5.8.9
ENST00000529324_90_90;3.4.5.8.9.10
ENSMUST00000022355_90_90;0.2.3.4.7.8.9.10.11.12.13.14.15.16.19.20.21.22.28.30
ENSMUST00000159027_90_90;0.2.3.4.7.8.9.10.11.12.13.14.15.16.19.20.21.22.25.27.28.30
ENSMUST00000161445_90_90;0.2.3.4.7.8.9.10.11.12.13.14.15.16.19.22.25.27.28.30
ENSMUST00000161989_90_90;0.2.3.4.7.8.9.10.11.12.13.14.15.16.19.20.21.22.23.24
ENSMUST00000056758_90_90;1.2.3.4.7.8.9.10.11.12.13.14.16.19.20.21.22.23.27.28.29.30.32.34.35
ENSMUST00000070198_90_90;1.2.3.4.7.8.9.10.11.12.13.14.16.19.20.21.22.28.29.30.32.34.35
