id_transcript;block_sequence
ENSCAFT00000014422_90_90;0.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.52.53.54.55.56.57.58.59.60.61.62.63.71.74.76.78.79.82.84.86.87.89.91.93.95.96.97.99.100.101.102.103.104
ENSCAFT00000021670_90_90;1.2.3.5.7.9.11.13.15.18.20.22.24.26.28.30.32.34.36.38.40.42.43.45.46.48.50.52.53.54.56.58.59.60.62.63.64.79.80.87.89.96.99.101.103.105.106.108.110.113.117.118.120
ENST00000265969_90_90;2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.52.53.54.55.56.57.58.59.60.61.62.111.112.113.114.115.118.119
ENST00000379472_90_90;2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.52.53.54.55.56.57.58.59.60.61.62.63.64.65.66.67.68
ENST00000638366_90_90;53.54.55.56.57.58.59.60.61.62.106.107.108.109.111
ENST00000638825_90_90;60.61.62.111.112.113.114.115.116
ENST00000639325_90_90;54.55.56.57.58.59.60.61.62.121.123
ENST00000639495_90_90;46.47.48.49.50.51.52.53.54.55.56.57.58.59.60.61.62.121
ENST00000640318_90_90;17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.52.53.54.55.56.57.58.59.60.61.62.111.112.113.114.115.121.123
ENST00000640461_90_90;59.60.61.62.121.122
ENST00000640909_90_90;43.44.45.46.47.48.49.50.51.52.53.54.55.56.57.58.59.60.61.62.111.112.113.114.115.118.119
ENST00000302127_90_90;1.2.3.5.7.9.11.13.15.18.20.22.24.26.28.30.32.34.36.38.40.42.43.45.46.48.50.52.53.54.56.58.59.60.62.63.64.65.67.69.73.74.75.76.77.78.79.80.81.82.83.84.85.86.87.88.89.90.91.92.93.94.95.96.97.98
ENST00000315987_90_90;1.2.3.5.7.9.11.13.15.18.20.22.24.26.28.30.32.34.36.38.40.42.43.45.46.48.50.52.53.54.56.58.59.60.62.63.64.65.67.69.70.71.72.73.74.75.76.77.78.79.80.81.82.83.84.85.86.87.88.89.90.91.92.93.94.95.96.97.98
ENST00000369697_90_90;1.2.3.5.7.9.11.13.15.18.20.22.24.26.28.30.32.34.36.38.40.42.43.45.46.48.50.52.53.54.56.58.59.60.62.63.64.65.67.69.73.74.75.76.77.78.79.80.81.82.83.84.85.86.87.88.89.90.91.92.93.94.95.96.97.98
ENSMUST00000079169_90_90;1.2.3.5.7.9.11.13.15.18.20.22.24.26.28.30.32.34.36.38.40.42.43.45.46.48.50.52.53.54.56.58.59.60.62.63.64.65.67.69.70.71.72.73.74.75.76.77.78.79.80.81.82.83.84.85.86.87.88.89.90.91.92.93.94.95.96.97.98
ENSMUST00000098761_90_90;1.2.3.5.7.9.11.13.15.18.20.22.24.26.28.30.32.34.36.38.40.42.43.45.46.48.50.52.53.54.56.58.59.60.62.63.64.65.67.69.73.74.75.76.77.78.79.80.81.82.83.84.85.86.87.88.89.90.91.92.93.94.95.96.97.98
ENSMUST00000118360_90_90;1.2.3.5.7.9.11.13.15.18.20.22.24.26.28.30.32.34.36.38.40.42.43.45.46.48.50.52.53.54.56.58.59.60.62.63.64.65.67.69.70.71.72.73.74.75.76.77.78.79.80.81.82.83.84.85.86.87.88.89.90.91.92.93.94.95.96.97.98
ENSMUST00000025202_90_90;2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.52.53.54.55.56.57.58.59.60.61.62.63.64.65.66.67.68
ENSMUST00000160433_90_90;2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.52.53.54.55.56.57.58.59.60.61.62.111.112.113.114.117.118.119
