;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000008733_90_90;ENST00000323039_90_90:ENST00000348817_90_90:ENST00000593685_90_90:ENST00000597639_90_90:ENSMUST00000085901_90_90:ENSMUST00000172467_90_90;0.833:0.833:0.833:0.833:0.857:1.0
1;ENST00000323039_90_90;ENSCAFT00000008733_90_90:ENST00000348817_90_90:ENST00000593685_90_90:ENST00000597639_90_90:ENSMUST00000085901_90_90:ENSMUST00000172467_90_90;0.833:0.889:1.0:0.889:0.889:0.889
2;ENST00000348817_90_90;ENSCAFT00000008733_90_90:ENST00000323039_90_90:ENST00000593685_90_90:ENST00000597639_90_90:ENSMUST00000085901_90_90:ENSMUST00000172467_90_90;0.833:0.889:0.889:1.0:0.778:0.778
3;ENST00000430012_90_90;ENSMUST00000172761_90_90;0.833
4;ENST00000593685_90_90;ENSCAFT00000008733_90_90:ENST00000323039_90_90:ENST00000348817_90_90:ENST00000597639_90_90:ENSMUST00000085901_90_90:ENSMUST00000172467_90_90;0.833:1.0:0.889:0.889:0.889:0.889
5;ENST00000597639_90_90;ENSCAFT00000008733_90_90:ENST00000323039_90_90:ENST00000348817_90_90:ENST00000593685_90_90:ENSMUST00000085901_90_90:ENSMUST00000172467_90_90;0.833:0.889:1.0:0.889:0.778:0.778
6;ENST00000600611_90_90;;
7;ENST00000601972_90_90;;
8;ENSMUST00000085901_90_90;ENSCAFT00000008733_90_90:ENST00000323039_90_90:ENST00000348817_90_90:ENST00000593685_90_90:ENST00000597639_90_90:ENSMUST00000172467_90_90;0.857:0.889:0.778:0.889:0.778:0.9
9;ENSMUST00000172467_90_90;ENSCAFT00000008733_90_90:ENST00000323039_90_90:ENST00000348817_90_90:ENST00000593685_90_90:ENST00000597639_90_90:ENSMUST00000085901_90_90;1.0:0.889:0.778:0.889:0.778:0.9
10;ENSMUST00000172761_90_90;ENST00000430012_90_90;0.833
