;id_transcript;orthoorthologues;tsm_scores
0;ENSBTAT00000013468_98;ENSBTAT00000026228_98:ENSBTAT00000052828_98:ENSCAFT00000005976_98:ENSCAFT00000030487_98:ENSCAFT00000031886_98:ENSCAFT00020015645_98:ENSCAFT00020016883_98:ENSCAFT00020033891_98:ENSCAFT00020033916_98:ENST00000291900_98:ENST00000294353_98:ENST00000371528_98:ENSGALT00000007424_98:ENSGALT00000017315_98:ENSMUST00000043616_98:ENSMUST00000043793_98:ENSMUST00000106690_98:ENSMUST00000044751_98;0.98:0.996:0.9309999999999999:0.9940000000000001:1.0:0.996:0.997:0.9740000000000001:0.9740000000000001:1.0:0.98:0.985:0.998:0.986:0.981:0.956:0.9690000000000001:1.0
1;ENSBTAT00000026228_98;ENSBTAT00000013468_98:ENSBTAT00000052828_98:ENSCAFT00000005976_98:ENSCAFT00000030487_98:ENSCAFT00000031886_98:ENSCAFT00020015645_98:ENSCAFT00020016883_98:ENSCAFT00020033891_98:ENSCAFT00020033916_98:ENST00000291900_98:ENST00000294353_98:ENST00000371528_98:ENSGALT00000007424_98:ENSGALT00000017315_98:ENSMUST00000043616_98:ENSMUST00000043793_98:ENSMUST00000106690_98:ENSMUST00000044751_98;0.98:0.982:0.956:0.98:0.9840000000000001:0.9840000000000001:0.9790000000000001:0.941:0.9470000000000001:0.98:0.996:0.9940000000000001:0.981:0.998:0.996:0.9390000000000001:0.9520000000000001:0.981
2;ENSBTAT00000082754_98;;
3;ENSBTAT00000052828_98;ENSBTAT00000013468_98:ENSBTAT00000026228_98:ENSCAFT00000005976_98:ENSCAFT00000030487_98:ENSCAFT00000031886_98:ENSCAFT00020015645_98:ENSCAFT00020016883_98:ENSCAFT00020033891_98:ENSCAFT00020033916_98:ENST00000291900_98:ENST00000294353_98:ENST00000371528_98:ENSGALT00000007424_98:ENSGALT00000017315_98:ENSMUST00000043616_98:ENSMUST00000043793_98:ENSMUST00000106690_98:ENSMUST00000044751_98;0.996:0.982:0.941:0.9940000000000001:0.996:0.996:0.9940000000000001:0.955:0.96:0.996:0.988:0.992:0.995:0.9940000000000001:0.9890000000000001:0.961:0.972:0.996
4;ENSCAFT00000005976_98;ENSBTAT00000013468_98:ENSBTAT00000026228_98:ENSBTAT00000052828_98:ENSCAFT00000030487_98:ENSCAFT00000031886_98:ENSCAFT00020015645_98:ENSCAFT00020016883_98:ENSCAFT00020033891_98:ENSCAFT00020033916_98:ENST00000291900_98:ENST00000294353_98:ENST00000371528_98:ENSGALT00000007424_98:ENSGALT00000017315_98:ENSMUST00000043616_98:ENSMUST00000043793_98:ENSMUST00000106690_98:ENSMUST00000044751_98;0.9309999999999999:0.956:0.941:0.9490000000000001:0.932:0.9590000000000001:0.9470000000000001:0.89:0.8959999999999999:0.9279999999999999:0.96:0.9390000000000001:0.9259999999999999:0.9840000000000001:0.956:0.912:0.9009999999999999:0.9279999999999999
5;ENSCAFT00000077108_98;ENST00000545132_98;0.9520000000000001
6;ENSCAFT00000080124_98;;
7;ENSCAFT00000030487_98;ENSBTAT00000013468_98:ENSBTAT00000026228_98:ENSBTAT00000052828_98:ENSCAFT00000005976_98:ENSCAFT00000031886_98:ENSCAFT00020015645_98:ENSCAFT00020016883_98:ENSCAFT00020033891_98:ENSCAFT00020033916_98:ENST00000291900_98:ENST00000294353_98:ENST00000371528_98:ENSGALT00000007424_98:ENSGALT00000017315_98:ENSMUST00000043616_98:ENSMUST00000043793_98:ENSMUST00000106690_98:ENSMUST00000044751_98;0.9940000000000001:0.98:0.9940000000000001:0.9490000000000001:0.995:1.0:1.0:0.9540000000000001:0.96:0.9940000000000001:0.9840000000000001:0.988:0.9940000000000001:0.99:0.985:0.951:0.9640000000000001:0.9940000000000001
8;ENSCAFT00000031886_98;ENSBTAT00000013468_98:ENSBTAT00000026228_98:ENSBTAT00000052828_98:ENSCAFT00000005976_98:ENSCAFT00000030487_98:ENSCAFT00020015645_98:ENSCAFT00020016883_98:ENSCAFT00020033891_98:ENSCAFT00020033916_98:ENST00000291900_98:ENST00000294353_98:ENST00000371528_98:ENSGALT00000007424_98:ENSGALT00000017315_98:ENSMUST00000043616_98:ENSMUST00000043793_98:ENSMUST00000106690_98:ENSMUST00000044751_98;1.0:0.9840000000000001:0.996:0.932:0.995:0.998:0.997:0.9740000000000001:0.9740000000000001:1.0:0.9840000000000001:0.986:0.998:0.99:0.9840000000000001:0.956:0.9690000000000001:1.0
9;ENSCAFT00000075890_98;;
