nucHom;degHom;tsm
1.0;1.0;1.0
0.961;1.0;0.98
0.91;0.855;0.883
0.993;1.0;0.996
0.958;0.905;0.931
0.739;0.702;0.72
0.941;0.917;0.929
0.989;1.0;0.994
1.0;1.0;1.0
0.936;0.914;0.925
0.927;0.879;0.903
0.993;1.0;0.996
0.994;1.0;0.997
0.983;0.965;0.974
0.988;0.957;0.972
0.982;0.965;0.974
0.452;0.617;0.534
1.0;1.0;1.0
0.215;0.319;0.267
0.132;0.267;0.2
0.961;1.0;0.98
0.747;0.79;0.768
0.97;1.0;0.985
0.539;0.4;0.47
0.539;0.4;0.47
0.996;1.0;0.998
0.945;0.972;0.958
0.972;1.0;0.986
0.962;1.0;0.981
0.935;0.977;0.956
0.938;1.0;0.969
0.902;0.977;0.94
1.0;1.0;1.0
1.0;0.991;0.996
0.961;1.0;0.98
1.0;1.0;1.0
0.931;0.838;0.885
0.976;0.989;0.982
0.983;0.928;0.956
0.757;0.711;0.734
0.966;0.928;0.947
0.97;0.989;0.98
0.969;1.0;0.984
0.907;0.916;0.911
0.897;0.867;0.882
0.967;1.0;0.984
0.969;0.989;0.979
0.952;0.929;0.941
0.96;0.929;0.945
0.953;0.941;0.947
0.419;0.565;0.492
0.961;1.0;0.98
0.178;0.205;0.192
0.094;0.145;0.119
0.991;1.0;0.996
0.759;0.779;0.769
0.987;1.0;0.994
0.56;0.43;0.495
0.56;0.43;0.495
0.962;1.0;0.981
0.911;0.976;0.944
0.995;1.0;0.998
0.992;1.0;0.996
0.913;0.965;0.939
0.915;0.988;0.952
0.843;0.965;0.904
0.962;1.0;0.981
0.962;0.988;0.975
0.91;0.855;0.883
0.931;0.838;0.885
1.0;1.0;1.0
0.924;0.859;0.891
0.946;0.912;0.929
0.718;0.681;0.7
0.921;0.851;0.886
0.921;0.878;0.899
0.917;0.855;0.886
0.855;0.771;0.813
0.845;0.723;0.784
0.918;0.894;0.906
0.92;0.874;0.897
0.9;0.788;0.844
0.907;0.788;0.848
0.901;0.8;0.851
0.397;0.458;0.427
0.91;0.855;0.883
0.15;0.086;0.118
0.065;0.025;0.045
0.937;0.863;0.9
0.705;0.642;0.673
0.934;0.86;0.897
0.554;0.446;0.5
0.554;0.446;0.5
0.911;0.854;0.883
0.86;0.829;0.845
0.958;0.946;0.952
0.938;0.866;0.902
0.865;0.867;0.866
0.863;0.847;0.855
0.795;0.824;0.809
0.91;0.855;0.883
0.91;0.843;0.877
0.993;1.0;0.996
0.976;0.989;0.982
0.924;0.859;0.891
