id_transcript;block_sequence
ENSCAFT00000044998_90_90;0.2.3.4.7.11.12.14.15.16.17.19.21.23.24.25.26.27.29.31.32.43.44.45.46.47.48.49.50.51.52
ENST00000158771_90_90;1.2.3.4.5.11.12.14.15.16.17.19.21.23.24.25.26.27.29.31.32.33.45.46.47.48.49.50.51.52
ENST00000570848_90_90;1.2.3.4.5.11.12.14.15.16.17.19.21.23.24.25.26.27.29.31.32.33.38.40.42.43.44.49
ENST00000571476_90_90;4.5.11.12.14.15.16.17.19.21.23.24.25.26.45
ENST00000571971_90_90;1.2.3.4.5.11.12.14.15.16.17.19.21.23.24.25.26.27.29.31.32.33.38.40.42.43.44.47.48.49.50
ENST00000572834_90_90;1.2.3.4.5.11.12.14.15.16.17.19.21.23.49
ENST00000573637_90_90;1.2.3.4.5.6.7.8.10.11.12.14
ENST00000574952_90_90;1.2.3.4.5.6.7.8.10.11.12.14
ENST00000575605_90_90;25.26.27.29.31.32.33.38.40.42.43.44.48.49.50.51.52
ENST00000576551_90_90;3.4.5.11.12.14.15.16.17.19.21.23.24.25.26.38.40.42.43
ENSMUST00000018586_90_90;9.10.11.12.13.14.15.17.18.19.20.21.22.23.34.35.36.45
ENSMUST00000108523_90_90;9.10.11.12.13.14.15.17.18.19.20.21.22.23.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.53
ENSMUST00000131340_90_90;12.13.14.15.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31
ENSMUST00000132198_90_90;9.10.11.12.13.14.15.17.18.19.20.21.22.23.24.25.34
ENSMUST00000143850_90_90;9.10.11.12.13.14.15.17.18.19.20.21.22.23.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.52
ENSMUST00000171041_90_90;36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.52
