id_transcript;block_sequence
ENSCAFT00000020949_90_90;0.2.3.4.6.7.8.10.11.12.13.14.15.16.17.18.19
ENST00000258909_90_90;0.1.2.5.6.7.15
ENST00000322019_90_90;0.1.2.5.6.7.9.10.11.12.13.14.15.16.17.18.19
ENST00000379384_90_90;0.1.2.5.6.7.8
ENST00000379390_90_90;0.1.2.5.6.7.9.10.15.16.17
ENST00000561551_90_90;17.18.20
ENST00000565774_90_90;0.1.2.5.6.7.9.10.11.12.15.16.17.18.19
ENST00000565982_90_90;7.9.10.11.12.13
ENSMUST00000041890_90_90;0.2.3.5.6.7.8.10.11.12.13.14.15.16.17.18.19
ENSMUST00000119543_90_90;7.8.10.11.12.13.14.15.16.17.18.19
ENSMUST00000126334_90_90;0.2.3.5.6.7.11
