id_transcript;blocks
transcript12_ppan;0|1|12|13|14|15|16|26|27|28|29|30|31
transcript19_ppan;0|12|13|14|15|16|26|27|28|29|30|31
transcript20_ppan;0|1|13|14|15|16|26|27|28|29|30|31
transcript12_ptro;0|1|2|3|4|5|6|12|13|14|15|26|27|28|29|30|31
transcript12_hsap;0|1|2|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|24|26|27|28|29|30|31
transcript18_hsap;0|1|2|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|24|27|28|29|30|31
transcript19_hsap;0|12|13|14|15|16|17|18|19|20|21|22|24|27|28|29|30|31
transcript20_hsap;0|1|2|4|5|6|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|24|27|28|29|30|31
transcript21_hsap;0|1|2|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|24|26|27|28|29|30|31
transcript11_ggor;0|1|2|3|4|6|7|9|11|12|25|26|27|29|31
transcript12_ggor;0|1|2|3|4|6|7|9|11|12|13|15|16|17|19|20|22|23|24|26|27|29|31
transcript16_ggor;0|1|2|3|4|6|7|9|11|13|15|16|17|19|20|22|23|24|26|27|29|31
transcript17_ggor;0|1|2|3|4|6|7|9|11|13|15|16|17|19|20|22|23|24|26|27|29|31
transcript18_ggor;0|1|2|3|4|6|7|9|11|12|26|27|29|31
transcript19_ggor;0|1|2|3|4|6|7|9|11|13|15|16|17|19|26|27|29|31
transcript8_pabe;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31
