nucHom;degHom;tsm
1.0;1.0;1.0
0.716;0.423;0.57
0.474;0.312;0.393
0.766;0.611;0.689
0.778;0.625;0.702
0.762;0.5;0.631
0.774;0.5;0.637
0.441;0.571;0.506
0.716;0.423;0.57
1.0;1.0;1.0
0.544;0.5;0.522
1.0;0.944;0.972
0.921;0.778;0.85
1.0;1.0;1.0
0.921;0.824;0.873
0.339;0.3;0.32
0.474;0.312;0.393
0.544;0.5;0.522
1.0;1.0;1.0
0.545;0.579;0.562
0.465;0.368;0.416
0.545;0.588;0.567
0.466;0.353;0.409
0.174;0.071;0.122
0.766;0.611;0.689
1.0;0.944;0.972
0.545;0.579;0.562
1.0;1.0;1.0
0.92;0.789;0.855
1.0;1.0;1.0
0.92;0.765;0.843
0.339;0.294;0.317
0.778;0.625;0.702
0.921;0.778;0.85
0.465;0.368;0.416
0.92;0.789;0.855
1.0;1.0;1.0
0.92;0.765;0.843
1.0;1.0;1.0
0.369;0.385;0.377
0.762;0.5;0.631
1.0;1.0;1.0
0.545;0.588;0.567
1.0;1.0;1.0
0.92;0.765;0.843
1.0;1.0;1.0
0.92;0.778;0.849
0.335;0.261;0.298
0.774;0.5;0.637
0.921;0.824;0.873
0.466;0.353;0.409
0.92;0.765;0.843
1.0;1.0;1.0
0.92;0.778;0.849
1.0;1.0;1.0
0.364;0.316;0.34
0.441;0.571;0.506
0.339;0.3;0.32
0.174;0.071;0.122
0.339;0.294;0.317
0.369;0.385;0.377
0.335;0.261;0.298
0.364;0.316;0.34
1.0;1.0;1.0
