id_transcript;id_gene
ENSCAFT00000011068_90_90;ENSCAFG00000006887_90
ENST00000361272_90_90;ENSG00000198791_90
ENST00000518021_90_90;ENSG00000198791_90
ENST00000518541_90_90;ENSG00000198791_90
ENST00000519918_90_90;ENSG00000198791_90
ENST00000519954_90_90;ENSG00000198791_90
ENST00000520178_90_90;ENSG00000198791_90
ENST00000523917_90_90;ENSG00000198791_90
ENST00000524358_90_90;ENSG00000198791_90
ENST00000628418_90_90;ENSG00000198791_90
ENSMUST00000034012_90_90;ENSMUSG00000031601_90
ENSMUST00000132032_90_90;ENSMUSG00000031601_90
ENSMUST00000135269_90_90;ENSMUSG00000031601_90
ENSMUST00000149992_90_90;ENSMUSG00000031601_90
