nucHom;degHom;tsm
1.0;1.0;1.0
0.606;0.451;0.528
0.152;0.328;0.24
0.167;0.402;0.285
0.152;0.328;0.24
0.673;0.934;0.804
0.646;0.984;0.815
0.61;0.667;0.639
0.804;0.698;0.751
0.656;0.679;0.667
0.542;0.486;0.514
0.359;0.358;0.358
0.541;0.467;0.504
0.303;0.33;0.317
0.498;0.45;0.474
0.742;0.706;0.724
0.729;0.655;0.692
0.67;0.69;0.68
0.597;0.562;0.58
0.715;0.622;0.668
0.073;0.625;0.349
0.017;0.039;0.028
0.069;0.2;0.135
0.077;0.607;0.342
0.0;0.0;0.0
0.147;0.558;0.353
0.166;0.765;0.466
0.074;0.354;0.214
0.072;0.395;0.234
0.098;0.559;0.329
0.147;0.558;0.353
0.106;0.588;0.347
0.156;0.605;0.381
0.144;0.5;0.322
0.143;0.558;0.351
0.159;0.605;0.382
0.147;0.558;0.353
0.083;0.214;0.148
0.156;0.706;0.431
0.147;0.558;0.353
0.164;0.765;0.465
0.154;0.706;0.43
0.156;0.605;0.381
0.042;0.088;0.065
0.0;0.0;0.0
0.152;0.706;0.429
0.075;0.354;0.214
0.147;0.558;0.353
0.147;0.558;0.353
0.147;0.535;0.341
0.154;0.706;0.43
0.106;0.588;0.347
0.156;0.605;0.381
0.166;0.765;0.466
0.083;0.214;0.148
0.075;0.354;0.214
0.145;0.558;0.352
0.159;0.605;0.382
0.083;0.214;0.148
0.164;0.765;0.465
0.074;0.354;0.214
0.073;0.206;0.139
0.149;0.558;0.354
0.143;0.558;0.351
0.075;0.395;0.235
0.066;0.176;0.121
0.085;0.209;0.147
0.167;0.971;0.569
0.141;0.842;0.491
0.685;0.613;0.649
0.115;0.26;0.188
0.136;0.322;0.229
0.105;0.212;0.159
0.349;0.496;0.422
0.342;0.477;0.409
0.776;0.686;0.731
0.157;0.328;0.242
0.172;0.402;0.287
0.557;0.593;0.575
0.558;0.803;0.681
0.024;0.041;0.033
0.215;0.338;0.277
0.204;0.976;0.59
0.204;0.976;0.59
0.14;0.653;0.397
0.606;0.451;0.528
1.0;1.0;1.0
0.302;0.731;0.516
0.214;0.546;0.38
0.3;0.731;0.515
0.593;0.655;0.624
0.574;0.69;0.632
0.725;0.966;0.845
0.935;0.906;0.921
0.842;1.0;0.921
0.768;0.835;0.801
0.566;0.706;0.636
0.815;0.84;0.827
0.516;0.679;0.598
0.732;0.798;0.765
0.841;0.881;0.861
0.945;0.966;0.956
0.855;1.0;0.927
0.738;0.806;0.772
0.835;0.833;0.834
0.0;0.0;0.0
0.226;0.671;0.449
0.264;0.703;0.483
0.017;0.04;0.029
0.207;0.622;0.414
0.095;0.356;0.225
0.067;0.2;0.134
0.054;0.311;0.182
0.036;0.2;0.118
0.0;0.0;0.0
0.095;0.356;0.225
0.0;0.0;0.0
0.103;0.4;0.252
0.112;0.467;0.29
0.093;0.356;0.224
0.104;0.4;0.252
0.095;0.356;0.225
0.108;0.607;0.357
0.059;0.156;0.107
0.095;0.356;0.225
0.066;0.2;0.133
0.058;0.156;0.107
0.103;0.4;0.252
0.034;0.107;0.071
0.055;0.464;0.26
0.058;0.156;0.107
0.054;0.311;0.182
0.095;0.356;0.225
0.096;0.356;0.226
0.097;0.364;0.23
0.058;0.156;0.107
0.0;0.0;0.0
0.103;0.4;0.252
0.067;0.2;0.134
0.108;0.607;0.357
0.054;0.311;0.182
0.094;0.356;0.225
0.104;0.4;0.252
0.108;0.607;0.357
0.066;0.2;0.133
0.054;0.311;0.182
0.061;0.25;0.155
0.097;0.356;0.226
0.093;0.356;0.224
0.037;0.2;0.119
0.054;0.214;0.134
0.11;0.586;0.348
0.022;0.054;0.038
0.014;0.105;0.059
0.826;0.887;0.857
0.233;0.619;0.426
0.273;0.737;0.505
0.328;0.829;0.579
0.462;0.754;0.608
0.48;0.792;0.636
0.861;0.835;0.848
0.31;0.731;0.52
0.22;0.546;0.383
0.772;0.965;0.869
0.489;0.584;0.536
0.162;0.265;0.214
0.221;0.319;0.27
0.05;0.208;0.129
0.05;0.208;0.129
0.02;0.143;0.081
0.152;0.328;0.24
0.302;0.731;0.516
1.0;1.0;1.0
0.778;0.821;0.799
0.909;0.904;0.907
0.02;0.114;0.067
0.019;0.114;0.067
0.129;0.971;0.55
0.293;1.0;0.646
0.148;1.0;0.574
0.252;1.0;0.626
0.312;1.0;0.656
0.226;0.909;0.568
0.352;1.0;0.676
0.273;1.0;0.637
0.285;0.931;0.608
0.169;1.0;0.585
0.146;1.0;0.573
0.208;0.506;0.357
0.336;0.896;0.616
0.087;0.119;0.103
0.432;0.545;0.489
0.698;0.874;0.786
0.149;0.189;0.169
0.386;0.455;0.42
0.138;0.588;0.363
0.086;0.396;0.241
0.179;0.706;0.443
0.163;0.544;0.354
0.113;0.438;0.276
0.138;0.588;0.363
0.127;0.471;0.299
0.138;0.588;0.363
0.165;0.706;0.435
0.134;0.588;0.361
0.139;0.604;0.371
0.138;0.588;0.363
0.049;0.188;0.118
0.086;0.396;0.241
0.138;0.588;0.363
0.086;0.392;0.239
0.081;0.392;0.237
0.138;0.588;0.363
0.0;0.0;0.0
0.082;0.312;0.197
0.084;0.392;0.238
0.181;0.729;0.455
0.136;0.588;0.362
0.136;0.604;0.37
0.135;0.562;0.349
0.084;0.392;0.238
0.127;0.471;0.299
