;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000011926_90_90;ENST00000419482_90_90:ENST00000444564_90_90:ENSMUST00000074301_90_90:ENSMUST00000114186_90_90;0.99:0.948:0.441:0.441
1;ENST00000419482_90_90;ENSCAFT00000011926_90_90:ENST00000444564_90_90:ENSMUST00000074301_90_90:ENSMUST00000114186_90_90;0.99:0.9620000000000001:0.39399999999999996:0.395
2;ENST00000438570_90_90;ENSMUST00000173297_90_90;0.601
3;ENST00000444564_90_90;ENSCAFT00000011926_90_90:ENST00000419482_90_90:ENSMUST00000074301_90_90:ENSMUST00000114186_90_90;0.948:0.9620000000000001:0.395:0.396
4;ENSMUST00000074301_90_90;ENSCAFT00000011926_90_90:ENST00000419482_90_90:ENST00000444564_90_90:ENSMUST00000114186_90_90;0.441:0.39399999999999996:0.395:0.9620000000000001
5;ENSMUST00000114186_90_90;ENSCAFT00000011926_90_90:ENST00000419482_90_90:ENST00000444564_90_90:ENSMUST00000074301_90_90;0.441:0.395:0.396:0.9620000000000001
6;ENSMUST00000114188_90_90;;
7;ENSMUST00000129630_90_90;;
8;ENSMUST00000173297_90_90;ENST00000438570_90_90;0.601
9;ENSMUST00000173730_90_90;;
