;ENSCAFT00000020369_90_90;ENST00000281171_90_90;ENST00000348962_90_90;ENST00000442921_90_90;ENST00000445537_90_90;ENST00000535311_90_90;ENST00000535322_90_90;ENST00000542557_90_90;ENST00000543886_90_90;ENST00000544244_90_90;ENSMUST00000077115_90_90;ENSMUST00000167002_90_90;ENSMUST00000167679_90_90;ENSMUST00000203914_90_90
ENSCAFT00000020369_90_90;1.0;1.0;0.953;0.452;0.452;0.107;0.083;0.405;0.387;0.405;1.0;0.452;0.953;0.405
ENST00000281171_90_90;1.0;1.0;0.955;0.433;0.433;0.103;0.079;0.389;0.368;0.389;1.0;0.433;0.955;0.389
ENST00000348962_90_90;0.953;0.955;1.0;0.389;0.389;0.108;0.082;0.408;0.382;0.408;0.955;0.389;1.0;0.408
ENST00000442921_90_90;0.452;0.433;0.389;1.0;1.0;0.069;0.198;0.903;0.042;0.903;0.433;1.0;0.389;0.903
ENST00000445537_90_90;0.452;0.433;0.389;1.0;1.0;0.069;0.198;0.903;0.042;0.903;0.433;1.0;0.389;0.903
ENST00000535311_90_90;0.107;0.103;0.108;0.069;0.069;1.0;0.0;0.076;0.0;0.076;0.103;0.069;0.108;0.076
ENST00000535322_90_90;0.083;0.079;0.082;0.198;0.198;0.0;1.0;0.216;0.0;0.216;0.081;0.205;0.084;0.225
ENST00000542557_90_90;0.405;0.389;0.408;0.903;0.903;0.076;0.216;1.0;0.046;1.0;0.389;0.903;0.408;1.0
ENST00000543886_90_90;0.387;0.368;0.382;0.042;0.042;0.0;0.0;0.046;1.0;0.046;0.378;0.046;0.392;0.051
ENST00000544244_90_90;0.405;0.389;0.408;0.903;0.903;0.076;0.216;1.0;0.046;1.0;0.389;0.903;0.408;1.0
ENSMUST00000077115_90_90;1.0;1.0;0.955;0.433;0.433;0.103;0.081;0.389;0.378;0.389;1.0;0.4;0.959;0.36
ENSMUST00000167002_90_90;0.452;0.433;0.389;1.0;1.0;0.069;0.205;0.903;0.046;0.903;0.4;1.0;0.36;0.903
ENSMUST00000167679_90_90;0.953;0.955;1.0;0.389;0.389;0.108;0.084;0.408;0.392;0.408;0.959;0.36;1.0;0.377
ENSMUST00000203914_90_90;0.405;0.389;0.408;0.903;0.903;0.076;0.225;1.0;0.051;1.0;0.36;0.903;0.377;1.0
