id_transcript;block_sequence
ENSCAFT00000026690_90_90;23.37
ENST00000311089_90_90;26.27.28.30.31.32.33.34
ENST00000553645_90_90;0.2.3.4.5.6.7.8.10.11.13.14.15.16.17.18.19.21.22.23.24.25.26.27.28.30.31.32.33.34
ENST00000554113_90_90;26.27
ENST00000554159_90_90;8.10.11.13.14.15.16.17.18.21.22.23.24
ENST00000554339_90_90;0.21.22.23.24.25.26.27.28.30.31.32.33.34
ENST00000554871_90_90;14.15.16.17.18.19.21.22.23.24.25.26.27.28.30.31.32.33.34
ENST00000555631_90_90;14.15.16.17.18.19.21.22.23.24.25.26.27.28
ENST00000555919_90_90;14.15.16.17.18.19.21
ENST00000559993_90_90;26.27.28.29
ENSMUST00000046340_90_90;10.17.18.19.21.22.23.24.25.26.27.28.36
ENSMUST00000123491_90_90;1.3.5.7.8.9.10.17.18.19.21.22.23.24.25.26.27.28.36
ENSMUST00000136159_90_90;1.3.5.7.8.9.10.17.18.19.20
ENSMUST00000140812_90_90;27.28.29.30.32.34.35
ENSMUST00000156138_90_90;1.3.5.7.8.9.10.11.12.13.14.16.17
