nucHom;degHom;tsm
1.0;1.0;1.0
0.965;0.909;0.937
0.965;0.909;0.937
0.529;0.4;0.465
1.0;1.0;1.0
0.297;0.3;0.298
0.271;0.3;0.285
0.546;0.6;0.573
0.965;0.909;0.937
1.0;1.0;1.0
0.965;0.909;0.937
1.0;1.0;1.0
1.0;1.0;1.0
0.511;0.364;0.438
0.965;0.909;0.937
0.286;0.273;0.279
0.262;0.273;0.268
0.527;0.545;0.536
1.0;1.0;1.0
0.965;0.909;0.937
0.965;0.909;0.937
1.0;1.0;1.0
1.0;1.0;1.0
0.511;0.364;0.438
0.965;0.909;0.937
0.286;0.273;0.279
0.262;0.273;0.268
0.527;0.545;0.536
1.0;1.0;1.0
0.965;0.909;0.937
0.529;0.4;0.465
0.511;0.364;0.438
0.511;0.364;0.438
1.0;1.0;1.0
0.529;0.4;0.465
0.192;0.167;0.179
0.472;0.4;0.436
0.356;0.25;0.303
0.511;0.364;0.438
0.529;0.4;0.465
1.0;1.0;1.0
0.965;0.909;0.937
0.965;0.909;0.937
0.529;0.4;0.465
1.0;1.0;1.0
0.297;0.3;0.298
0.271;0.3;0.285
0.546;0.6;0.573
0.965;0.909;0.937
1.0;1.0;1.0
0.297;0.3;0.298
0.286;0.273;0.279
0.286;0.273;0.279
0.192;0.167;0.179
0.297;0.3;0.298
1.0;1.0;1.0
0.0;0.0;0.0
0.067;0.125;0.096
0.286;0.273;0.279
0.297;0.3;0.298
0.271;0.3;0.285
0.262;0.273;0.268
0.262;0.273;0.268
0.472;0.4;0.436
0.271;0.3;0.285
0.0;0.0;0.0
1.0;1.0;1.0
0.238;0.286;0.262
0.262;0.273;0.268
0.271;0.3;0.285
0.546;0.6;0.573
0.527;0.545;0.536
0.527;0.545;0.536
0.356;0.25;0.303
0.546;0.6;0.573
0.067;0.125;0.096
0.238;0.286;0.262
1.0;1.0;1.0
0.527;0.545;0.536
0.546;0.6;0.573
0.965;0.909;0.937
1.0;1.0;1.0
1.0;1.0;1.0
0.511;0.364;0.438
0.965;0.909;0.937
0.286;0.273;0.279
0.262;0.273;0.268
0.527;0.545;0.536
1.0;1.0;1.0
0.965;0.909;0.937
1.0;1.0;1.0
0.965;0.909;0.937
0.965;0.909;0.937
0.529;0.4;0.465
1.0;1.0;1.0
0.297;0.3;0.298
0.271;0.3;0.285
0.546;0.6;0.573
0.965;0.909;0.937
1.0;1.0;1.0
