;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90;ENSCAFT00000021391_90_90;ENSCAFT00000021394_90_90;ENSCAFT00000021397_90_90;ENST00000227348_90_90;ENST00000533709_90_90;ENST00000252483_90_90;ENST00000252485_90_90;ENST00000585601_90_90;ENST00000591581_90_90;ENST00000592018_90_90;ENST00000331581_90_90;ENST00000452722_90_90;ENST00000536727_90_90;ENST00000537058_90_90;ENST00000540951_90_90;ENST00000542447_90_90;ENST00000542450_90_90;ENST00000543249_90_90;ENST00000543540_90_90;ENST00000545094_90_90;ENST00000545380_90_90;ENST00000612235_90_90;ENST00000616271_90_90;ENSMUST00000034519_90_90;ENSMUST00000180384_90_90;ENSMUST00000180872_90_90;ENSMUST00000188848_90_90;ENSMUST00000034581_90_90;ENSMUST00000085909_90_90;ENSMUST00000114547_90_90;ENSMUST00000114548_90_90;ENSMUST00000143026_90_90;ENSMUST00000152459_90_90;ENSMUST00000214542_90_90;ENSMUST00000075447_90_90;ENSMUST00000108450_90_90
ENSCAFT00000007452_90_90;1.0;0.628;0.473;0.491;0.476;0.549;0.371;0.999;0.649;0.052;0.351;0.1;0.499;0.46;0.465;0.472;0.0;0.425;0.169;0.153;0.115;0.168;0.425;0.383;0.49;0.233;0.231;0.243;0.23;0.427;0.474;0.462;0.439;0.368;0.501;0.0;0.999;0.643
ENSCAFT00000018571_90_90;0.628;1.0;0.668;0.732;0.707;0.71;0.535;0.623;0.699;0.065;0.492;0.0;0.707;0.652;0.655;0.671;0.0;0.601;0.271;0.214;0.192;0.238;0.603;0.571;0.732;0.309;0.306;0.353;0.304;0.601;0.671;0.653;0.62;0.512;0.707;0.0;0.616;0.696
ENSCAFT00000021391_90_90;0.473;0.668;1.0;0.807;0.861;0.735;0.293;0.46;0.508;0.0;0.279;0.0;0.942;0.955;0.892;0.979;0.093;0.903;0.246;0.351;0.175;0.374;0.899;0.727;0.888;0.479;0.491;0.42;0.489;0.904;0.979;0.955;0.928;0.799;0.942;0.099;0.454;0.505
ENSCAFT00000021394_90_90;0.491;0.732;0.807;1.0;0.882;0.765;0.336;0.485;0.538;0.0;0.302;0.0;0.871;0.81;0.812;0.833;0.0;0.75;0.269;0.397;0.192;0.423;0.753;0.733;0.914;0.387;0.399;0.463;0.397;0.746;0.828;0.805;0.769;0.649;0.866;0.0;0.477;0.534
ENSCAFT00000021397_90_90;0.476;0.707;0.861;0.882;1.0;0.674;0.291;0.469;0.521;0.0;0.28;0.0;0.845;0.901;0.795;0.879;0.0;0.847;0.278;0.409;0.198;0.436;0.85;0.839;0.968;0.397;0.409;0.476;0.407;0.841;0.873;0.894;0.821;0.735;0.84;0.0;0.461;0.516
ENST00000227348_90_90;0.549;0.71;0.735;0.765;0.674;1.0;0.427;0.54;0.566;0.065;0.37;0.0;0.779;0.719;0.724;0.739;0.055;0.664;0.234;0.372;0.168;0.399;0.664;0.536;0.698;0.444;0.458;0.437;0.455;0.665;0.74;0.72;0.685;0.58;0.779;0.056;0.532;0.558
ENST00000533709_90_90;0.371;0.535;0.293;0.336;0.291;0.427;1.0;0.372;0.393;0.126;0.804;0.0;0.337;0.278;0.281;0.298;0.0;0.221;0.0;0.0;0.0;0.0;0.221;0.145;0.317;0.0;0.0;0.0;0.0;0.221;0.298;0.278;0.241;0.136;0.337;0.0;0.378;0.4
ENST00000252483_90_90;0.999;0.623;0.46;0.485;0.469;0.54;0.372;1.0;0.519;0.049;0.336;0.099;0.485;0.446;0.451;0.459;0.0;0.412;0.166;0.15;0.116;0.164;0.413;0.375;0.483;0.216;0.215;0.237;0.213;0.414;0.461;0.448;0.426;0.356;0.487;0.0;1.0;0.515
ENST00000252485_90_90;0.649;0.699;0.508;0.538;0.521;0.566;0.393;0.519;1.0;0.117;0.438;0.0;0.537;0.494;0.499;0.507;0.0;0.456;0.186;0.166;0.13;0.183;0.457;0.418;0.538;0.24;0.238;0.266;0.237;0.456;0.507;0.494;0.469;0.391;0.537;0.0;0.515;1.0
ENST00000585601_90_90;0.052;0.065;0.0;0.0;0.0;0.065;0.126;0.049;0.117;1.0;0.118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.12
ENST00000591581_90_90;0.351;0.492;0.279;0.302;0.28;0.37;0.804;0.336;0.438;0.118;1.0;0.0;0.316;0.262;0.269;0.279;0.0;0.215;0.0;0.0;0.0;0.0;0.216;0.149;0.3;0.0;0.0;0.0;0.0;0.216;0.279;0.262;0.232;0.138;0.316;0.0;0.341;0.45
ENST00000592018_90_90;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.099;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.101;0.0
ENST00000331581_90_90;0.499;0.707;0.942;0.871;0.845;0.779;0.337;0.485;0.537;0.0;0.316;0.0;1.0;0.938;0.941;0.962;0.083;0.879;0.235;0.329;0.168;0.362;0.875;0.692;0.873;0.36;0.369;0.403;0.368;0.879;0.962;0.938;0.902;0.778;1.0;0.086;0.48;0.535
ENST00000452722_90_90;0.46;0.652;0.955;0.81;0.901;0.719;0.278;0.446;0.494;0.0;0.262;0.0;0.938;1.0;0.879;0.976;0.088;0.937;0.25;0.35;0.179;0.386;0.933;0.736;0.884;0.378;0.387;0.429;0.385;0.937;0.976;1.0;0.914;0.828;0.938;0.092;0.441;0.49
ENST00000536727_90_90;0.465;0.655;0.892;0.812;0.795;0.724;0.281;0.451;0.499;0.0;0.269;0.0;0.941;0.879;1.0;0.902;0.088;0.935;0.25;0.349;0.178;0.385;0.931;0.734;0.814;0.377;0.387;0.428;0.385;0.935;0.902;0.879;0.959;0.826;0.941;0.092;0.446;0.496
ENST00000537058_90_90;0.472;0.671;0.979;0.833;0.879;0.739;0.298;0.459;0.507;0.0;0.279;0.0;0.962;0.976;0.902;1.0;0.086;0.914;0.244;0.342;0.174;0.376;0.91;0.718;0.908;0.371;0.381;0.419;0.379;0.914;1.0;0.976;0.938;0.808;0.962;0.09;0.453;0.504
ENST00000540951_90_90;0.0;0.0;0.093;0.0;0.0;0.055;0.0;0.0;0.0;0.0;0.0;0.0;0.083;0.088;0.088;0.086;1.0;0.094;0.0;0.0;0.0;0.0;0.09;0.0;0.0;0.17;0.168;0.0;0.168;0.094;0.086;0.089;0.092;0.1;0.083;0.754;0.0;0.0
ENST00000542447_90_90;0.425;0.601;0.903;0.75;0.847;0.664;0.221;0.412;0.456;0.0;0.215;0.0;0.879;0.937;0.935;0.914;0.094;1.0;0.267;0.372;0.191;0.411;0.996;0.784;0.822;0.396;0.406;0.458;0.404;1.0;0.914;0.937;0.974;0.882;0.879;0.098;0.406;0.452
ENST00000542450_90_90;0.169;0.271;0.246;0.269;0.278;0.234;0.0;0.166;0.186;0.0;0.0;0.0;0.235;0.25;0.25;0.244;0.0;0.267;1.0;0.239;0.714;0.303;0.268;0.32;0.269;0.291;0.286;0.582;0.287;0.267;0.244;0.25;0.26;0.286;0.235;0.0;0.151;0.171
ENST00000543249_90_90;0.153;0.214;0.351;0.397;0.409;0.372;0.0;0.15;0.166;0.0;0.0;0.0;0.329;0.35;0.349;0.342;0.0;0.372;0.239;1.0;0.275;0.789;0.373;0.44;0.374;0.302;0.315;0.59;0.313;0.385;0.353;0.361;0.375;0.412;0.34;0.0;0.144;0.161
ENST00000543540_90_90;0.115;0.192;0.175;0.192;0.198;0.168;0.0;0.116;0.13;0.0;0.0;0.0;0.168;0.179;0.178;0.174;0.0;0.191;0.714;0.275;1.0;0.352;0.192;0.228;0.192;0.207;0.204;0.414;0.204;0.191;0.174;0.179;0.186;0.204;0.168;0.0;0.108;0.123
ENST00000545094_90_90;0.168;0.238;0.374;0.423;0.436;0.399;0.0;0.164;0.183;0.0;0.0;0.0;0.362;0.386;0.385;0.376;0.0;0.411;0.303;0.789;0.352;1.0;0.413;0.49;0.413;0.353;0.367;0.636;0.365;0.411;0.376;0.386;0.401;0.44;0.362;0.0;0.158;0.177
ENST00000545380_90_90;0.425;0.603;0.899;0.753;0.85;0.664;0.221;0.413;0.457;0.0;0.216;0.0;0.875;0.933;0.931;0.91;0.09;0.996;0.268;0.373;0.192;0.413;1.0;0.787;0.825;0.393;0.403;0.46;0.401;0.996;0.91;0.933;0.97;0.879;0.875;0.094;0.406;0.452
ENST00000612235_90_90;0.383;0.571;0.727;0.733;0.839;0.536;0.145;0.375;0.418;0.0;0.149;0.0;0.692;0.736;0.734;0.718;0.0;0.784;0.32;0.44;0.228;0.49;0.787;1.0;0.789;0.347;0.358;0.568;0.356;0.806;0.737;0.755;0.785;0.863;0.709;0.0;0.366;0.41
