;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000023830_90_90;ENST00000318386_90_90:ENSMUST00000057551_90_90;0.965:0.9940000000000001
1;ENST00000318386_90_90;ENSMUST00000057551_90_90:ENSCAFT00000023830_90_90;0.996:0.965
2;ENST00000429429_90_90;;
3;ENST00000480936_90_90;;
4;ENST00000483348_90_90;;
5;ENST00000488267_90_90;;
6;ENST00000489418_90_90;;
7;ENSMUST00000057551_90_90;ENST00000318386_90_90:ENSCAFT00000023830_90_90;0.996:0.9940000000000001
8;ENSMUST00000075670_90_90;;
9;ENSMUST00000101354_90_90;;
10;ENSMUST00000139518_90_90;;
11;ENSMUST00000151081_90_90;;
