id_transcript;block_sequence
ENSCAFT00000006783_90_90;0.1.2.3.4.10.11.12.13.14.15.18.19.20.21.30.31.32.33.34.35.36.37.39.40
ENST00000263280_90_90;0.1.2.3.9.10.11.12.13.14.15.16.19.20.21.22.32.33.34.35.36.37.38.39.40
ENST00000391910_90_90;0.1.2.3.9.10.11.12.13.14.15.16.19.20.21.22.31.32.33.34.35.36.37.38.39.40
ENST00000435164_90_90;2.3.9.10.11.12.13.14.15.16.17
ENST00000539396_90_90;2.3.9.10.11.12.13.14.15.16.19.20.21.22.32.33.34.35.36.37.38.39.40
ENST00000593979_90_90;2.3.9.10.11.12.13.14
ENST00000594287_90_90;20.21.22.23.24.25.27.29.30.31.32.33.36.37.38.39
ENST00000594704_90_90;1.2.3.4.5.7
ENST00000596012_90_90;2.3.9.10
ENST00000597021_90_90;2.3.9.10.11.12
ENST00000597063_90_90;2.3.9.10.11.12.13
ENST00000600358_90_90;3.9.10.11.12.13.14.15.16.19.20.21.22.23.24.25.27.29.30.31.32.33.34
ENST00000600615_90_90;37.38.39.40
ENSMUST00000019220_90_90;0.1.2.3.9.10.11.12.13.14.15.18.19.20.21.22.31.32.33.34.35.36.37.38.39.40
ENSMUST00000108495_90_90;0.1.2.3.9.10.11.12.13.14.15.18.19.20.21.22.32.33.34.35.36.37.38.39.40
ENSMUST00000184280_90_90;1.2.3.4.5.6.7.8.9.10.11
ENSMUST00000184694_90_90;37.38.39.40
ENSMUST00000184708_90_90;3.9.10.11.12.13.14.15.18.19.20.21.22.23.25.26.27.28.29.30.31.32
ENSMUST00000185011_90_90;21.22.23.25.26.27.28.29.30.31.32
