id_transcript;block_sequence
ENSCAFT00000015927_90_90;0.1.7.10.11.12.13.14.15.16.17.18.20.21.22.23.24.25.26.27.28.29.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.59.61.62.64.65.66.67.69.71.72.73.75.77.78.79.80.81.82.83.84.85.86.87.88.89.91.93.95.99.100.106.108
ENSCAFT00000024036_90_90;3.4.7.8.9.10.11.13.15.17.18.19.20.21.23.25.27.29.30.31.33.35.37.40.41.43.45.46.47.48.49.51.53.55.56.58.59.61.64.65.66.67.68.69.72.75.76.77
ENST00000304523_90_90;3.4.7.8.9.10.11.13.15.17.18.19.20.21.23.25.27.29.30.31.33.35.37.38.39.40.41.43.45.46.47.48.89.90.91.92.93.94.95.96.97.98.99.100.101.103.105
ENST00000441778_90_90;3.4.7.8.9.10.11.13.15.17.18.19.20.21.23.25.27.29.30.31.33.35.37.38.39.40.41.43.45.46.47.48.49.50.51.53.54.55
ENST00000502640_90_90;3.4.7.8.9.10.11.13.15.17.18.19.20.21.23.25.27.29.30.31.33.35.37.38.39.40.41.43.45.46.47.48.59.60.61.64.65.66
ENST00000506732_90_90;4.7.8.9.10.11.13.15.17.18.19.20
ENST00000507464_90_90;7.8.9.10.11.13.15.17.18.19.20.21.23.25.27.29.30.31.33.35.37.38.41.43.45.46.47.48.89.90.91.92.93.94.95.96.97.98.99.100.101.103.105
ENST00000508918_90_90;3.4.6
ENST00000512345_90_90;3.4.5.7.8
ENST00000515064_90_90;3.4.7.8.9.10.11.13.15.17.18.19.20.21.23.25.27.29.30.31.33.35.37.38.39.40.41.43.45.89.90.91.92.93.94.95.96.97.98.99.100.101.103.105
ENST00000361198_90_90;18.20.21.22.23.24.25.26.27.28.29.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.59.61.62.64.65.66.67.69.71.72.73.75.77.78.79.80.81.82.83.84.85.86.87.89.91.93.95.97.99.100.101.106.107
ENST00000425280_90_90;1.2.11.12.13.14.15.16.17.18.20.21.22.23.24.25.26.27.28.29.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.59.61.62.64.65.66.67.69.71.72.73.75.77.78.79.80.81.82.83.84.85.86.87.89.91.93.95.97.99.100.101.106.107
ENSMUST00000026252_90_90;18.20.21.22.23.24.25.26.27.28.29.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.59.61.62.64.65.66.67.69.71.72.73.75.77.78.79.80.81.82.83.84.85.86.87.89.91.93.95.97.99.100.101.106.107
ENSMUST00000056931_90_90;18.20.21.22.23.24.25.26.27.28.29.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.59.61.62.64.65.66.67.69.71.72.73.75.77.78.79.80.81.82.83.84.85.86.87.89.91.93.95.97.99.100.101.106.107
ENSMUST00000137771_90_90;18.20.21.22.23.24.25.26.27.28.29.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.59.61.62.64.65.66.67.69.71.72.73.75.77.78.79.80.81.82.83.84.85.86.87.89.91.93.95.97.99.100.101.102.103.104.105
ENSMUST00000152946_90_90;18.20.21.22.23.24.25.26.27.28.29.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.59.61.62.64.65.66.67.69.71.72.73.75.77.78.79.80.81.82.83.84.85.86.87.89.91.93.95.97.99.106.107
ENSMUST00000156585_90_90;1.2.11.12.13.14.15.16.17.18.20.21.22.23.24.25.26.27.28.29.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.59.61.62.64.65.66.67.69.71.72.73.75.77.78.79.80.81.82.83.84.85.86.87.89.91.93.95.97.99.100.101.106.107
ENSMUST00000185355_90_90;1.2.11.12.13.14.15.16.17.18.20.21.22.23.24.25.26.27.28.29.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.48.49.50.51.52.53.54.55.56.57.58.59.61.62.64.65.66.67.69.71.72.73.75.77.78.79.80.81.82.83.84.85.86.87.89.91.93.95.97.99.100.101.106.107
ENSMUST00000070748_90_90;3.4.7.8.9.10.11.13.15.17.18.19.20.21.23.25.27.29.30.31.33.35.37.38.39.40.41.43.45.46.47.48.59.61.62.63.64.66.67.68.69.70.71.72.73.74.75.77.78.80.82.84.86
ENSMUST00000199256_90_90;3.4.7.8.9.10.11.13.15.17.18.19.20.21.23.25.27.29.30.31.33.35.37.38.39.40.41.43.45.49.50.51.53.54.55
ENSMUST00000199261_90_90;3.4.7.8.9.10.11.13.15.17.18.19.20.21.23.25.27.29.30.31.33.35.37.38.39.40.41.43.45.59.61.62.63.64.66.67.68.69.70.71.72.73.74.75.77.78.80.82.84.86
ENSMUST00000199534_90_90;3.4.7.8.9.10.11.13.15.17.18.19.20.21.23.25.27.29.30.31.33.35.37.38.39.40.41.43.45.46.47.48.49.50.51.53.54.55
