id_transcript;blocks
transcript40_ENSRNOG00000031503;0|1|2|3|4|6|7|8|9|10|12|13|14|15|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|36|37|38|40|41|42|43|44|47|48|49|50|51|52|53|54|55|57|58|59|60|62|63
transcript47_ENSRNOG00000031503;6|7|8|9|10|12|13|14|15|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|36|37|38|40|41|42|43|44|47|48|49|50|51|52|53|54|55|57|58|59|60|62|63
transcript32_ENSSTOG00000019743;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63
transcript7_ENSSTOG00000019743;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63
transcript25_ENSSTOG00000019743;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63
transcript24_ENSSTOG00000019743;0|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63
transcript47_ENSMUGG00000013649;6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63
transcript20_ENSMUGG00000013649;0|1|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63
transcript20_ENSMUGG00000013592;0|1|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|44|45|46|47|48|49|51|52|53|54|55|56|57|58|59|60|61|62|63
transcript47_ENSPEMG00000024651;6|8|9|12|14|15|16|17|19|20|21|23|24|25|26|27|29|30|31|33|34|35|36|37|38|39|40|42|43|44|45|46|47|48|49|50|51|53|54|55|56|57|58|60|61|62|63
transcript19_ENSPEMG00000024651;0|1|2|4|6|8|9|12|14|15|16|17|19|20|21|23|24|25|26|27|29|30|31|33|34|35|36|37|38|39|40|42|43|44|45|46|47|48|49|50|51|53|54|55|56|57|58|60|61|62|63
transcript38_ENSPEMG00000024651;0|1|2|4|6|8|9|12|14|15|16|17|19|20|21|23|24|25|26|27|29|30|31|33|34|35|36|37|38|39|40|42|43|44|45|46|47|48|49|50|51|53|54|55|56|57|58|60|61|62|63
transcript27_ENSNGAG00000018584;0|6|7|9|12|13|14|16|17|18|19|20|21|22|23|25|27|28|29|31|32|33|35|36|38|40|41|42|43|44|45|47|49|50|51|53|55|58|59|60|61|62
