id_transcript;block_sequence
ENSCAFT00000032063_90_90;0.2.3.6.7.8.12.13.14
ENSCAFT00000047065_90_90;1.2.3.4.5.6.7.8.9.10.12.13.14
ENSCAFT00000050191_90_90;0.2.3.6.7.12.13.15
ENST00000260506_90_90;0.2.5.6.7.10.11.13.14.15.16
ENST00000271234_90_90;0.2.5.6.7.8.9.10.11.13.18
ENST00000370253_90_90;0.2.5.6.7.10.11.13.18
ENST00000424449_90_90;7.8.9.10.11.13.18
ENST00000604705_90_90;0.2.5.6.7.8.9.10.11.13.14.15.16
ENSMUST00000162409_90_90;0.2.5.6.7.10.11.13.14.15.16
ENSMUST00000162947_90_90;0.2.5.6.7.8.9.10.11.13.14.15.16
ENSMUST00000197259_90_90;7.8.9.10.11.13.17
