id_transcript;block_sequence
ENSCAFT00000022211_90_90;0.1.2.3.5.6.7.8.10.21.23.24.27.28.29.31.33.34.35
ENST00000324778_90_90;0.2.3.5.6.7
ENST00000367632_90_90;24.25.28.29.31.33.34
ENST00000367634_90_90;0.1.2.3.5.6.7.8.10.11.22.23.24.25.28.29.31.33.34.35
ENST00000367635_90_90;0.1.2.3.5.6.7.8.10.11.22.23.24.25.26.27.28.29.31.33.34.35
ENST00000415888_90_90;7.8.10.11.12.14.16
ENSMUST00000027886_90_90;0.1.2.3.5.6.7.8.9.10.11.12.13.14.15.16.17.19.29.36.38
ENSMUST00000063199_90_90;0.1.2.3.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.29.36.38
ENSMUST00000171292_90_90;0.1.2.3.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.29.36.38
ENSMUST00000172057_90_90;0.2.3.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.29.36.38
ENSMUST00000185198_90_90;0.1.2.3.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.29.36.37
ENSMUST00000188656_90_90;0.1.2.3.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20
ENSMUST00000189316_90_90;0.1.2.3.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.29.30.31.32.33
ENSMUST00000189648_90_90;0.1.2
ENSMUST00000190648_90_90;0.1.2.3.5.6.7.8.9.10.11.12.13.14.15.16.17.19.20
ENSMUST00000190762_90_90;0.1.2.3.5
ENSMUST00000191605_90_90;0.1.2.3.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.29.36.38
ENSMUST00000192343_90_90;0.1.2.3.4
