id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript7_ENSMSIG00000000513;null;null;null;0
transcript7_ENSMUSG00000054036;null;null;null;1
transcript26_ENSMSIG00000000513;transcript47_ENSMSIG00000000513|1.0;transcript26_MGP-PahariEiJ-G0020237|0.991;null;2
transcript26_MGP-PahariEiJ-G0020237;null;transcript26_ENSMSIG00000000513|0.991&transcript47_ENSMSIG00000000513|0.991;null;2
transcript47_ENSMSIG00000000513;transcript26_ENSMSIG00000000513|1.0;transcript26_MGP-PahariEiJ-G0020237|0.991;null;2
transcript43_ENSMSIG00000000513;transcript41_ENSMSIG00000000513|1.0;transcript41_MGP-SPRETEiJ-G0021131|0.843;null;3
transcript41_MGP-SPRETEiJ-G0021131;null;transcript43_ENSMSIG00000000513|0.843&transcript41_ENSMSIG00000000513|0.843;null;3
transcript41_ENSMSIG00000000513;transcript43_ENSMSIG00000000513|1.0;transcript41_MGP-SPRETEiJ-G0021131|0.843;null;3
transcript43_MGP-CAROLIEiJ-G0020234;null;null;null;4
transcript46_ENSMSIG00000000513;transcript48_ENSMSIG00000000513|1.0;null;null;5
transcript48_ENSMSIG00000000513;transcript46_ENSMSIG00000000513|1.0;null;null;5
transcript49_ENSMSIG00000000513;null;null;null;6
transcript36_ENSMUSG00000054036;null;transcript22_MGP-CAROLIEiJ-G0020234|0.963&transcript21_ENSRNOG00000031503|0.907&transcript23_ENSRNOG00000031503|0.907&transcript22_MGP-SPRETEiJ-G0021131|0.976;null;7
transcript8_MGP-CAROLIEiJ-G0020234;transcript22_MGP-CAROLIEiJ-G0020234|0.968;null;null;7
transcript22_MGP-CAROLIEiJ-G0020234;transcript8_MGP-CAROLIEiJ-G0020234|0.968;transcript36_ENSMUSG00000054036|0.963&transcript21_ENSRNOG00000031503|0.883&transcript23_ENSRNOG00000031503|0.883&transcript22_MGP-SPRETEiJ-G0021131|0.951;null;7
transcript21_ENSRNOG00000031503;transcript23_ENSRNOG00000031503|1.0;transcript36_ENSMUSG00000054036|0.907&transcript22_MGP-CAROLIEiJ-G0020234|0.883&transcript22_MGP-SPRETEiJ-G0021131|0.918;null;7
transcript23_ENSRNOG00000031503;transcript21_ENSRNOG00000031503|1.0;transcript36_ENSMUSG00000054036|0.907&transcript22_MGP-CAROLIEiJ-G0020234|0.883&transcript22_MGP-SPRETEiJ-G0021131|0.918;null;7
transcript22_MGP-SPRETEiJ-G0021131;null;transcript36_ENSMUSG00000054036|0.976&transcript22_MGP-CAROLIEiJ-G0020234|0.951&transcript21_ENSRNOG00000031503|0.918&transcript23_ENSRNOG00000031503|0.918;null;7
transcript33_ENSRNOG00000031503;transcript32_ENSRNOG00000031503|0.912;transcript32_ENSMUGG00000013592|0.806;null;8
transcript42_MGP-CAROLIEiJ-G0020234;transcript32_MGP-CAROLIEiJ-G0020234|1.0;transcript32_ENSMUGG00000013592|0.95;null;8
transcript32_ENSRNOG00000031503;transcript33_ENSRNOG00000031503|0.912;null;null;8
transcript32_MGP-CAROLIEiJ-G0020234;transcript42_MGP-CAROLIEiJ-G0020234|1.0;transcript32_ENSMUGG00000013592|0.95;null;8
transcript32_ENSMUGG00000013592;null;transcript33_ENSRNOG00000031503|0.806&transcript42_MGP-CAROLIEiJ-G0020234|0.95&transcript32_MGP-CAROLIEiJ-G0020234|0.95;null;8
transcript33_MGP-CAROLIEiJ-G0020234;null;transcript33_ENSMUGG00000013592|0.946;null;9
transcript33_ENSMUGG00000013592;null;transcript33_MGP-CAROLIEiJ-G0020234|0.946;null;9
transcript9_ENSRNOG00000031503;null;null;null;10
transcript18_ENSMUGG00000013592;null;transcript18_ENSRNOG00000031503|0.951;null;11
transcript18_ENSRNOG00000031503;null;transcript18_ENSMUGG00000013592|0.951;null;11
transcript19_ENSRNOG00000031503;null;null;null;12
transcript35_ENSMUGG00000013592;transcript34_ENSMUGG00000013592|1.0;null;null;13
transcript34_ENSMUGG00000013592;transcript35_ENSMUGG00000013592|1.0;null;null;13
