id_transcript;block_sequence
ENSCAFT00000012435_90_90;0.2.5.12.14.15.17.19.20.21.22.23.24.25.26.27.28.30.31.32.34.40.41.42.43.44.45
ENST00000278422_90_90;1.2.3.10.12.14.15.17.19.20.21.22.23.24.25.26.27.28.30.31.32.34.35.37.41.42.43.44.45
ENST00000378312_90_90;1.2.3.22.23.24.25.26.27.28.30.31.32.34.35.37.41.42.43.44.45
ENST00000524972_90_90;1.2.3.27.28.30.31
ENST00000525035_90_90;1.2.3.6.7.9.10.12.14
ENST00000528110_90_90;1.2.3.27.28.30.31
ENST00000529403_90_90;1.2.3.6.7.9.10.12.14
ENST00000530114_90_90;1.2.3.42
ENST00000533602_90_90;1.2.3.4
ENSMUST00000053664_90_90;7.8.9.10.11.12.13.14.15.16.17.18.19.21.22.24.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.41.42.43.45
ENSMUST00000111664_90_90;7.8.9.10.11.12.13.14.15.16.17.18.19.21.22.24.26.27.28.29.30.39.40.41.42.43.45
ENSMUST00000111665_90_90;7.8.9.10.11.12.13.14.15.16.17.18.19.21.22.24.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.41.42.43.45
ENSMUST00000152149_90_90;7.8.9.10.11.12.13.14.15.16.17.18.19.21.22.24.26.27
