id_transcript;block_sequence
ENSCAFT00000017676_90_90;0.3.4.5.6.7.8.18.19.20.21.22.23.24.25.26
ENST00000249647_90_90;0.3.4.5.6.7.17.18.19.20.21.22.23.24.25.26
ENST00000349777_90_90;0.3.4.5.6.7.23.24.25.26
ENST00000397138_90_90;0.3.4.5.6.7.23.24.25.26
ENST00000561526_90_90;0.3.4.5.6.7.17.18.19
ENST00000563765_90_90;0.2
ENST00000563830_90_90;6.7.17.18.19.20.21.22.23.24.25.30
ENST00000563873_90_90;4.5.6.7.28.29.30
ENST00000564153_90_90;0.3.4.5.6.7.26.27
ENST00000566035_90_90;0.1
ENST00000566327_90_90;5.6.7.17.18.19.20.21.22.23.24
ENST00000567094_90_90;0.3.4.5.6.7.8.9.12.13.14
ENST00000568331_90_90;0.3.4.5.6.7.8.9.12.13.14
ENST00000568451_90_90;0.3.4.5.6.7.8.9.12.13.14
ENST00000568841_90_90;6.7.17.18.19.20.21.22.23.24.25.28
ENST00000568859_90_90;0.3.4.5.6.7.17.18
ENST00000626061_90_90;0.2
ENST00000627440_90_90;0.1
ENSMUST00000028743_90_90;0.3.4.5.6.7.16.18.19.20.22.23.24.25.26
ENSMUST00000110711_90_90;0.3.4.5.6.7.16.18.19.20.22.23.24.25.26
ENSMUST00000116437_90_90;0.3.4.5.6.7.8.9.10.16.18.19.20.22.23.24.25.26
ENSMUST00000142278_90_90;0.3.4.5.6.7.16.18.19.20.22.23
ENSMUST00000150611_90_90;0.3.4.5.6.7.11.12.14.15
ENSMUST00000153580_90_90;0.3.4.5.6
