id_transcript;block_sequence
ENSCAFT00000005965_90_90;11.12.14.15.16.17.18.20.21.22.23.25.27.29.31.32.34.36.38.40.42.44.46.48.49.50.51.52.54.56.58.60.61.78.79
ENSCAFT00000045237_90_90;15.16.17.18.20.21.22.23.25.27.29.31.32.34.36.38.40.42.44.46.48.49.50.51.52.54.56.58.60.61.78.79
ENST00000323906_90_90;2.3.4.10.11.12.13.14.15.17.18.19.20.21.22.49.50.51.52.54.56.58.60.61.62.79
ENST00000391859_90_90;2.3.4.10.11.12.13.14.15.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31
ENST00000426897_90_90;12.13.14.15.17.18.19.20.21.22.49.50.51.52.54.56.58.60.61.62.79
ENST00000535669_90_90;2.3.4.10.11.12.13.14.15.17.18.19.20.21.22.49.50.51.52.54.56.58.60.61.62.63
ENST00000594743_90_90;21.22.49.50.51.52.54.56.58.60.61.62.64.65.67.69.70.72.74.77
ENST00000595660_90_90;2.3.4.6.8.9.10.11.12.13.14.15.17.18.19.20.21
ENST00000595725_90_90;2.3.10.11.12.13.14.15.17.18.19.20.21.22.49
ENST00000597602_90_90;12.13.14.15.17
ENST00000598095_90_90;12.13.14.15.17.18.19.20.21.22.49.50.51.52.54.56.58.60.61.62.63
ENSMUST00000033063_90_90;0.1.2.3.4.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.65.66.67.68.69.70.71.72.73.74.75.79
ENSMUST00000098461_90_90;2.3.4.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.65.66.67.68.69.70.71.72.73.74.75.79
ENSMUST00000209779_90_90;2.3.4.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.52.53.54.55.56.57.58.59.60
ENSMUST00000210078_90_90;0.3.4.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.65.66.67.68.69
ENSMUST00000210226_90_90;51.65.66.67.68.69.70.71.72.73.74.75.76
ENSMUST00000210372_90_90;2.3.4.5.6.7.8
ENSMUST00000211373_90_90;2.3.4.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.65.66.67.68.69.70.71.72.73.74.75.76
