id_transcript;block_sequence
ENSCAFT00000031982_90_90;0.2.3.4.6.18.19.20.22.23.24.25.26.27.30.31
ENST00000373064_90_90;12.13.14.15.16.19.20.22.23.24.25.26.27.28.31
ENST00000373066_90_90;10.19.20.21.22.23.24.25.26.27.28.31
ENST00000373068_90_90;1.2.3.4.5.6.7.19.20.22.23.24.25.26.27.28.31
ENST00000373069_90_90;1.2.3.4.5.6.7.19.20.21.22.23.24.25.26.27.28.31
ENST00000432073_90_90;10.19.20.22.23.24.25.26.27.28.31
ENST00000466983_90_90;23.24.27.28.29
ENST00000472769_90_90;12.13.14.15.16.17
ENSMUST00000028160_90_90;1.2.4.5.6.7.19.20.21.22.23.24.25.26.27.30.31
ENSMUST00000052119_90_90;10.19.20.21.22.23.24.25.26.27.30.31
ENSMUST00000113307_90_90;11.13.15.19.20.22.23.24.25.26.27.30.31
ENSMUST00000113308_90_90;10.19.20.22.23.24.25.26.27.30.31
ENSMUST00000113310_90_90;1.2.4.5.6.7.19.20.22.23.24.25.26.27.30.31
ENSMUST00000127961_90_90;9.19.20.21.22.23
ENSMUST00000136361_90_90;8.9.19.20.22.23.24.25
ENSMUST00000153886_90_90;20.22.23.24
