id_transcript;block_sequence
ENSCAFT00000013391_90_90;0.1.2.4.5.6.7.10.11.14.15.16.17.19.21.22
ENST00000338183_90_90;6.7.8.11.12.15.16.18.19.21.22
ENST00000437989_90_90;0.1.3.4.5.6.7.8.11.12.15.16.18.19.21.22
ENST00000562489_90_90;9.10.11.12.15.16.18.19.21.22
ENST00000562877_90_90;6.7.8.11.12.15.16.18.19.21.22
ENST00000563167_90_90;0.18.19.21.22.23
ENST00000564586_90_90;0.1.5.6
ENST00000566621_90_90;0.1.3.4.5.6.7.8.11.12.15.16.18.19.21.22
ENST00000566807_90_90;6.7.8.11.12.15
ENST00000567389_90_90;6.7.8.11.12.15.16.18.19.21.22
ENST00000569302_90_90;0.1.3.4.5.6.7.8.11.12.13.14.15.16.18.19.21.22
ENSMUST00000110918_90_90;0.1.2.4.5.6.7.10.11.12.15.16.17.19.20.21
ENSMUST00000166472_90_90;0.1.2.4.5.6.7.10.11.12.13.14.15.16.17.19.20.21
