nucHom;degHom;tsm
1.0;1.0;1.0
0.903;0.786;0.845
0.998;1.0;0.999
0.903;0.846;0.875
0.903;0.846;0.875
0.641;0.583;0.612
0.243;0.417;0.33
0.0;0.0;0.0
1.0;1.0;1.0
0.903;0.786;0.845
0.903;0.786;0.845
0.408;0.429;0.418
0.443;0.429;0.436
0.903;0.786;0.845
1.0;1.0;1.0
0.904;0.846;0.875
1.0;1.0;1.0
1.0;1.0;1.0
0.694;0.583;0.638
0.263;0.417;0.34
0.012;0.083;0.048
0.903;0.786;0.845
1.0;1.0;1.0
1.0;1.0;1.0
0.459;0.583;0.521
0.497;0.583;0.54
0.998;1.0;0.999
0.904;0.846;0.875
1.0;1.0;1.0
0.903;0.786;0.845
0.903;0.786;0.845
0.641;0.538;0.59
0.243;0.385;0.314
0.0;0.0;0.0
0.998;1.0;0.999
0.904;0.846;0.875
0.904;0.846;0.875
0.409;0.462;0.435
0.443;0.462;0.453
0.903;0.846;0.875
1.0;1.0;1.0
0.903;0.786;0.845
1.0;1.0;1.0
1.0;1.0;1.0
0.694;0.583;0.638
0.263;0.417;0.34
0.01;0.077;0.043
0.903;0.846;0.875
1.0;1.0;1.0
1.0;1.0;1.0
0.459;0.583;0.521
0.497;0.583;0.54
0.903;0.846;0.875
1.0;1.0;1.0
0.903;0.786;0.845
1.0;1.0;1.0
1.0;1.0;1.0
0.694;0.583;0.638
0.263;0.417;0.34
0.01;0.077;0.043
0.903;0.846;0.875
1.0;1.0;1.0
1.0;1.0;1.0
0.459;0.583;0.521
0.497;0.583;0.54
0.641;0.583;0.612
0.694;0.583;0.638
0.641;0.538;0.59
0.694;0.583;0.638
0.694;0.583;0.638
1.0;1.0;1.0
0.301;0.5;0.4
0.0;0.0;0.0
0.641;0.583;0.612
0.694;0.583;0.638
0.694;0.583;0.638
0.153;0.167;0.16
0.222;0.273;0.247
0.243;0.417;0.33
0.263;0.417;0.34
0.243;0.385;0.314
0.263;0.417;0.34
0.263;0.417;0.34
0.301;0.5;0.4
1.0;1.0;1.0
0.0;0.0;0.0
0.243;0.417;0.33
0.263;0.417;0.34
0.263;0.417;0.34
0.25;0.2;0.225
0.377;0.333;0.355
0.0;0.0;0.0
0.012;0.083;0.048
0.0;0.0;0.0
0.01;0.077;0.043
0.01;0.077;0.043
0.0;0.0;0.0
0.0;0.0;0.0
1.0;1.0;1.0
0.0;0.0;0.0
0.012;0.083;0.048
0.012;0.083;0.048
0.026;0.143;0.084
0.024;0.143;0.083
1.0;1.0;1.0
0.903;0.786;0.845
0.998;1.0;0.999
0.903;0.846;0.875
0.903;0.846;0.875
0.641;0.583;0.612
0.243;0.417;0.33
0.0;0.0;0.0
1.0;1.0;1.0
0.903;0.786;0.845
0.903;0.786;0.845
0.408;0.429;0.418
0.443;0.429;0.436
0.903;0.786;0.845
1.0;1.0;1.0
0.904;0.846;0.875
1.0;1.0;1.0
1.0;1.0;1.0
0.694;0.583;0.638
0.263;0.417;0.34
0.012;0.083;0.048
0.903;0.786;0.845
1.0;1.0;1.0
1.0;1.0;1.0
0.459;0.583;0.521
0.497;0.583;0.54
0.903;0.786;0.845
1.0;1.0;1.0
0.904;0.846;0.875
1.0;1.0;1.0
1.0;1.0;1.0
0.694;0.583;0.638
0.263;0.417;0.34
0.012;0.083;0.048
0.903;0.786;0.845
1.0;1.0;1.0
1.0;1.0;1.0
0.459;0.583;0.521
0.497;0.583;0.54
0.408;0.429;0.418
0.459;0.583;0.521
0.409;0.462;0.435
0.459;0.583;0.521
0.459;0.583;0.521
0.153;0.167;0.16
0.25;0.2;0.225
0.026;0.143;0.084
0.408;0.429;0.418
0.459;0.583;0.521
0.459;0.583;0.521
1.0;1.0;1.0
0.829;0.75;0.789
0.443;0.429;0.436
0.497;0.583;0.54
0.443;0.462;0.453
0.497;0.583;0.54
0.497;0.583;0.54
0.222;0.273;0.247
0.377;0.333;0.355
0.024;0.143;0.083
0.443;0.429;0.436
0.497;0.583;0.54
0.497;0.583;0.54
0.829;0.75;0.789
1.0;1.0;1.0
