id_transcript;block_sequence
ENSCAFT00000007234_90_90;0.1.2.4.5.7.8.9.10.11.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.31.32.33.34.35.36.38.39.40.41
ENSCAFT00000044406_90_90;1.2.4.5.7.8.9.10.11.13.14.15.18.19.20.21.22.23.24.25.26.27.33.34.35.36.37.38.39.40.42
ENST00000356360_90_90;1.2.4.5.7.8.9.10.11.13.14.15.16.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.40.43
ENST00000393346_90_90;1.2.4.5.7.8.9.10.11.13.14.15.16.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.38.39.40.43
ENST00000525162_90_90;8.9.10.11.13.14.15.16.19.20.21
ENST00000526033_90_90;1.2.4.5.7.8.9.10.11.13.14.15.16.19.20.21.22.23.24.25.26.27.30.31.32.33.34.35.36.38.39.40.43
ENST00000526961_90_90;27.30.31.32.33.34.36.37.38.39.40.43
ENST00000528256_90_90;2.4.5.7.8.9.10.11.13.14.15.16.19.20
ENST00000528398_90_90;8.9.10.11.13.14.15.16.19.20.21.22.23.24.25.26.27.33.34.35.36.38.39.40.43
ENST00000529016_90_90;26.27.33.34.35.36.43
ENST00000529760_90_90;25.26.27.33.34.36.37.38.39.40.43
ENST00000530542_90_90;25.26.27.28.29.30.31.32.33.34.36.38
ENST00000530692_90_90;32.33.34.36.37.38.39.40.42
ENST00000531558_90_90;1.2.4.16.19
ENST00000531930_90_90;2.4.5.7.8.9.10.11.13.14.15.16.19.20.21.22
ENST00000532041_90_90;1.2.4.5.7.8.10.11.13
ENST00000532317_90_90;1.2.4.5.7.8.9.10.11.13.14.15.16.19.20.21.22.23.24.25.26.27.33.34.35.36.37.38.39.40.43
ENST00000532603_90_90;34.36.40.43
ENST00000534412_90_90;1.2.4.16.19
ENST00000630913_90_90;1.2.4.5.7.8.10.11.13
ENSMUST00000049537_90_90;1.2.3.6.7.8.9.11.12.13.14.15.16.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.36.37.38.39.40.43
ENSMUST00000207084_90_90;10.11.12.13.14.15.16.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.36.38.39.40.43
ENSMUST00000207225_90_90;1.2.3.6.7.8.9.11.12.13.14.15.16.19.20.21.22.23.24.25.26.27.33.34.36.38.39.40.43
ENSMUST00000207484_90_90;1.2.3.6.7.8.9.11.12.13.14.15.16.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.43
ENSMUST00000208089_90_90;24.25.26.27.33.34.35.36.38.39.40.42
ENSMUST00000208684_90_90;8.9.11.12.13.14
ENSMUST00000208730_90_90;1.2.3.6.7.8.9.11.12.13.14.15.16.19.20.21.22.23.24.25.26.27.33.34.36.37.38.39.40.43
ENSMUST00000208742_90_90;1.2.3.6.7.8.9.11.12.13.14.15.16.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.38.39.40.43
ENSMUST00000209068_90_90;1.2.3.6.7.8.9.11.12.13.14.15.16.19.20.21.22.23.24.25.26.27.33.34.35.36.37.38.39.40.43
