id_transcript;block_sequence
ENSCAFT00000001061_90_90;1.2.6.7.13.22.23.24.25.26.27.28.30.31.32.33.34.36.37.38.42.43.47.48.49.50.51.52
ENST00000297447_90_90;46.47.48.49.50.51.52
ENST00000312046_90_90;18.19.20.21.22.23.24.25.26.28.30.31.32.33.34.36.37.38.39.43.44.49.50.51.52
ENST00000435082_90_90;18.19.20.21.22.49
ENST00000438229_90_90;18.19.20.23
ENST00000442977_90_90;2.3.4.6.7.8.23.24.25.26.28.30.31.32.33.34.36.37.38.39.43.44.48.49.50.51.52
ENST00000449762_90_90;46.47.49.50.51.52
ENST00000497705_90_90;14.15.16.23.24.25.26.28.30.31.32.33.34.36.37.38.39.40
ENST00000517566_90_90;0.7.8.23.24.25.26.28.30.31.32.33.34.36.37.38.39.43.44.48.49.50.51.52
ENST00000517686_90_90;10.11.23.24.25
ENST00000519415_90_90;29.30.31.32.33.34.36.37.38.39.43.44.51.52
ENST00000521592_90_90;52
ENST00000531443_90_90;0.7.8.23.24.25.26.28.30.31.32.33.34.36.37.38.39.43.44.49.50.51.52
ENSMUST00000022918_90_90;25.26.27.28.30.32.34.35.36.38.41.42.43.45.48.49.50.51.52
ENSMUST00000090095_90_90;25.26.27.28.30.32.34.35.36.38.41.42.43.45.49.50.51.52
ENSMUST00000090096_90_90;25.26.27.28.30.32.34.35.36.38.41.42.43.45.49.50.51.52
ENSMUST00000110297_90_90;4.5.6.7.8.23.24.25.26.27.28.30.32.34.35.36.38.41.42.43.45.48.49.50.51.52
ENSMUST00000166917_90_90;46.47.49.50.51.52
ENSMUST00000170127_90_90;9.11.12.13.15.17.19.23.24.25.26.27.28.30.32.34.35.36.38.41.42.43.45.49.50.51.52
ENSMUST00000179393_90_90;25.26.27.28.30.32.34.35.36.38.41.42.43.45.49.50.51.52
